path,title,molar_mass,molar_volume,formation_gibbs,formation_enthalpy,reference_entropy,reference_spec_heat,coef_a,coef_b,coef_c,track
/species/antarcticite,CaCl2:6H2O,219.074,128.82,-2215590.0,-2606130.0,354.33,nan,nan,nan,nan,"63wyc,Internal calculation,87gar/par"
/species/cacl2h2o,CaCl2:H2O,128.998,57.6,-1007588.0,-1110830.0,151.65,nan,nan,nan,nan,"03dea,Internal calculation,87gar/par"
/species/cacro4s,CaCrO4,156.042,49.7,-1294986.0,-1399193.0,126.0,nan,nan,nan,nan,"90rob/cam,04wan/li,Internal calculation,03dea"
/species/conichalcite,CaCuAsO4(OH),259.551,60.501,-1470705.0,nan,nan,nan,nan,nan,nan,"00bla/bid,01gas/aza"
/species/fluorite,CaF2,78.075,24.542,-1175844.0,-1228261.0,68.576,71.12,59.83,30.46,1.97,"78hel/del,04gar/muc,Internal calculation"
/species/hedenbergite,CaFe(SiO3)2,248.092,68.27,-2673568.0,-2838056.0,170.289,168.87,229.33,34.18,-62.8,"78hel/del|92ajoh,Internal calculation"
/species/cahaso3,CaHAsO3,164.006,nan,-944275.0,nan,nan,nan,nan,nan,nan,01gas/aza
/species/weillite,CaHAsO4,180.005,52.175,-1292497.0,nan,nan,nan,nan,nan,nan,"00bla/bid,01gas/aza"
/species/cahaso4h2o,CaHAsO4:H2O,198.02,nan,-1531578.0,nan,nan,nan,nan,nan,nan,99bot/bro
/species/monetite,CaHPO4,136.057,46.45,-1688246.0,-1821502.0,111.38,111.6,44.31,233.43,-2.05,"84nri,84nan,Internal calculation,70gre/mor| after 64a|bega/wak"
/species/brushite,CaHPO4:2H2O,172.088,73.92,-2160814.0,-2409885.0,189.45,200.45,31.72,569.44,-0.93,"84nri,84nan,Internal calculation,70gre/mor| after 64aega/wak and bega/wak"
/species/dolomiteordered,CaMg(CO3)2,184.401,64.34,-2166151.0,-2328944.0,155.185,157.51,153.85,116.66,-27.67,"78hel/del|92ajoh,Internal calculation,95rob/hem"
/species/dolomite,CaMg(CO3)2,184.401,64.365,-2161707.0,-2324500.0,155.185,157.51,153.85,116.66,-27.67,"78hel/del|92ajoh,Internal calculation,95rob/hem"
/species/dolomitedisordered,CaMg(CO3)2,184.401,64.39,-2157335.0,-2316698.0,166.691,157.72,187.07,74.39,-45.81,"78hel/del|92ajoh,Internal calculation"
/species/diopside,CaMg(SiO3)2,216.55,66.09,-3028296.0,-3202488.0,143.093,156.9,221.21,32.8,-65.86,"78hel/del|92ajoh,Internal calculation"
/species/huntite,CaMg3(CO3)4,353.029,122.9,-4203442.0,-4529600.0,299.533,309.43,352.17,179.33,-85.52,"78hel/del,Internal calculation,73hem/rob"
/species/monticellite,CaMgSiO4,156.466,51.47,-2145677.0,-2262825.0,110.458,123.06,154.06,22.34,-33.47,"78hel/del,Internal calculation"
/species/gaylussite,CaNa2(CO3)2:5H2O,296.152,148.82,-3372037.0,-3834386.0,386.68,nan,nan,nan,nan,"63wyc,99kon/kon,Internal calculation"
/species/lime,CaO,56.077,16.76,-603296.0,-634920.0,38.1,42.05,51.86,2.44,-9.37,"95rob/hem,Internal calculation,89cox/wag"
/species/hydroxichlorideca,CaOHCl,92.538,nan,-845855.0,-913824.0,93.078,96.72,75.59,36.05,9.23,"97all/dol|06bod/las,Internal calculation,97all/dol"
/species/anhydrite,CaSO4,136.142,46.01,-1322132.0,-1434400.0,107.4,101.23,102.46,62.88,-17.76,"95rob/hem,Internal calculation"
/species/bassanite,CaSO4:0.5H2O,145.149,106.08,-1437756.0,-1577898.0,130.54,119.45,119.45,0.0,0.0,"93bar,06bla/las,Internal calculation,CODATA87,06bla/pia"
/species/gypsum,CaSO4:2H2O,172.172,74.69,-1797387.0,-2022946.0,193.93,186.2,186.2,0.0,0.0,"95rob/hem,Internal calculation,CODATA87,74nau/ryz"
/species/okenite,CaSi2O4(OH)2:H2O,212.277,94.77,-2881719.0,-3135700.0,206.746,210.7,210.7,0.0,0.0,"92wol,10abla/bou,Internal calculation"
/species/wollastonite,CaSiO3,116.162,39.93,-1544737.0,-1630045.0,82.006,85.26,111.46,15.06,-27.28,"78hel/del|92ajoh,Internal calculation"
/species/thaumasite,CaSiO3CaSO4CaCO3:15H2O,622.619,329.428,-7559697.0,-8682075.0,941.5,1058.97,982.58,311.75,-14.71,"10bbla/bou,Internal calculation,08sch/lot"
/species/titanite,CaTiSiO5,196.031,55.65,-2457468.0,-2599029.0,129.202,138.99,176.71,23.87,-39.85,"78rob/hem|92cjoh,Internal calculation"
/species/scholzite,CaZn2(PO4)2:2H2O,396.831,125.965,-3553471.0,nan,nan,nan,nan,nan,nan,"63wyc,84nri"
/species/austinite,CaZnAsO4(OH),261.395,60.648,-1651063.0,nan,nan,nan,nan,nan,nan,"00bla/bid,01gas/aza"
/species/cdelement,Cd,112.41,13.01,0.0,0.0,51.8,26.02,26.02,0.0,0.0,"95rob/hem,Internal calculation,By convention,89cox/wag"
/species/cdoh2,Cd(OH)2,146.425,29.67,-472900.0,-559850.0,96.0,80.0,104.67,2.79,-22.67,"01mer/vie,91rai/fel,Internal calculation,82wag/eva,99yun/glu"
/species/cd3po42,Cd3(PO4)2,527.173,nan,-2456300.0,-2626000.0,489.011,nan,nan,nan,nan,"82wag/eva,01ben/jem,Internal calculation"
/species/cd5po43cl,Cd5(PO4)3Cl,882.416,nan,-3859000.0,nan,nan,nan,nan,nan,nan,84vie/tar
/species/cd5po43oh,Cd5(PO4)3OH,863.971,nan,-3924000.0,nan,nan,nan,nan,nan,nan,84vie/tar
/species/otavite,CdCO3,172.419,34.3,-674698.0,-752631.0,103.88,89.11,57.77,116.93,-3.13,"95rob/hem,91rai/fel,Internal calculation,96arc"
/species/cdcl2,CdCl2,183.315,45.3,-343912.0,-391500.0,115.27,73.23,61.25,40.17,0.0,"84pan,Internal calculation,82wag/eva,74nau/ryz"
/species/cdcl225h2o,CdCl2:2.5H2O,228.353,82.88,-943861.0,-1131940.0,227.2,nan,nan,nan,nan,"01mer/vie,Internal calculation,82wag/eva"
/species/cdcl2h2o,CdCl2:H2O,201.33,62.53,-586969.0,-688440.0,167.8,nan,nan,nan,nan,"01mer/vie,Internal calculation,82wag/eva"
/species/monteponite,CdO,128.409,15.59,-228661.0,-258350.0,54.8,43.65,47.26,6.36,-4.9,"95rob/hem,Internal calculation,89cox/wag,77bar/kna"
/species/greenockite,CdS,144.476,29.93,-150083.0,-148790.0,88.19,47.35,48.79,6.29,-2.95,"95rob/hem,Internal calculation,06deo/nav,06bla/pia,99yun/glu"
/species/cdso4,CdSO4,208.474,44.44,-822631.0,-933280.0,123.04,100.4,77.32,77.4,0.0,"94pan,Internal calculation,82wag/eva,74nau/ryz"
/species/cdso483h2o,CdSO4:2.67H2O,256.574,83.032,-1464751.0,-1729300.0,229.65,213.33,117.1,392.03,-18.36,"95rob/hem,Internal calculation,89cox/wag,82dek"
/species/cdsio3,CdSiO3,188.494,nan,-1105358.0,-1189090.0,97.5,88.49,87.62,42.37,-10.46,"Internal calculation,77bar/kna"
/species/arsenoflorencitece,CeAl3(AsO4)2(OH)6,600.947,nan,-5014880.0,nan,nan,nan,nan,nan,nan,93sch/got
/species/florencite,CeAl3(PO4)2(OH)6,513.051,137.51,-5741600.0,-6247034.0,369.4,102.52,111.96,64.0,-25.35,"93sch/got,Internal calculation"
/species/coelement,Co,58.933,6.669,0.0,0.0,30.04,25.13,24.74,6.47,-1.37,"87fer,Internal calculation,By convention,87fer| 91din"
/species/cofeo22alpha,Co(FeO2)2,234.625,44.27,-1032307.0,-1139720.0,134.72,152.71,127.49,132.09,-12.59,"94pan,Internal calculation,74nau/ryz"
/species/cooh2pink-wc,Co(OH)2,92.948,24.81,-460200.0,-540800.0,95.538,nan,nan,nan,nan,"01mer/vie,98ply/zha,Internal calculation"
/species/cooh2blue,Co(OH)2,92.948,24.81,-451100.0,nan,nan,nan,nan,nan,nan,"01mer/vie,98ply/zha"
/species/cooh2pink-pc,Co(OH)2,92.948,24.81,-454500.0,-535700.0,93.526,nan,nan,nan,nan,"01mer/vie,98ply/zha,Internal calculation"
/species/co2sio4,Co2SiO4,209.95,45.35,-1378424.0,-1477000.0,158.57,134.31,134.31,0.0,0.0,"82pan,Internal calculation,82wag/eva,61kel/kin"
/species/co3po42,Co3(PO4)2,366.742,nan,-2416171.0,nan,nan,nan,nan,nan,nan,84vie/tar
/species/linnaeite,Co3S4,305.064,62.55,-361878.0,-374500.0,176.0,162.66,150.55,86.77,-12.23,"95rob/hem,Internal calculation,87pan/mah"
/species/sphaerocobaltite,CoCO3,118.942,28.252,-647413.0,-723408.0,88.62,79.5,79.5,0.0,0.0,"90rob/cam,99gra,Internal calculation,74nau/ryz"
/species/cocl2,CoCl2,129.838,39.69,-269651.0,-312540.0,109.27,78.5,83.05,5.09,-5.39,"84pan,Internal calculation,98cha"
/species/cocl26h2o,CoCl2:6H2O,237.93,130.3,-1755362.0,-2114800.0,447.095,nan,nan,nan,nan,"94pan,97smi/mar,Internal calculation"
/species/cof2,CoF2,96.93,21.73,-626569.0,-671530.0,82.03,70.06,77.87,7.86,-9.03,"84pan,Internal calculation,98cha"
/species/cohpo4,CoHPO4,154.913,nan,-1189940.0,nan,nan,nan,nan,nan,nan,84vie/tar
/species/coo,CoO,74.933,11.64,-214103.0,-237900.0,52.8,43.34,78.15,-29.03,-23.25,"95rob/hem,Internal calculation"
/species/cosbeta,CoS,90.999,16.7,-106530.0,nan,nan,nan,nan,nan,nan,"03dea,61kel/kin"
/species/cosalpha,CoS,90.999,16.7,-85813.0,-85740.0,62.34,nan,nan,nan,nan,"03dea,Internal calculation,74nau/ryz"
/species/cattierite,CoS2,123.065,25.52,-145131.0,-150900.0,74.8,68.26,65.47,30.91,-5.71,"95rob/hem,Internal calculation,87pan/mah"
/species/coso4,CoSO4,154.997,41.78,-782411.0,-888260.0,117.38,105.84,104.66,62.17,-15.43,"94pan,Internal calculation,98cha"
/species/moorhouseite,CoSO4:6H2O,263.088,130.31,-2234976.0,-2683490.0,367.61,nan,nan,nan,nan,"94pan,Internal calculation,74nau/ryz"
/species/bieberite,CoSO4:7H2O,281.104,144.3,-2472994.0,-2979590.0,406.06,403.34,403.34,0.0,0.0,"94pan,Internal calculation,74nau/ryz"
/species/aplowite,CoSO4:H2O,173.012,56.26,-1042723.0,-1200720.0,175.73,nan,nan,nan,nan,"94pan,Internal calculation,74nau/ryz"
/species/crelement,Cr,51.966,7.23,0.0,0.0,23.618,23.44,22.39,9.63,-1.62,"95rob/hem,Internal calculation,By convention,98cha"
/species/croh2s,Cr(OH)2,85.981,nan,-570924.0,-653914.0,81.1,nan,nan,nan,nan,"41hum/sto,Internal calculation,74nau/ryz"
/species/croh3s,Cr(OH)3,102.988,nan,-853898.0,-982689.0,95.4,nan,nan,nan,nan,"87rai/sas,Internal calculation,74nau/ryz"
/species/cr2so43s,Cr2(SO4)3,392.123,130.21,-2598711.0,-2931300.0,258.8,280.75,358.07,79.5,-89.8,"94pan,Internal calculation,91kna/kub"
/species/eskolaite,Cr2O3,151.93,29.17,-1058862.0,-1140500.0,81.15,120.19,49.39,101.34,36.08,"82pan,Internal calculation,04chi,98cha"
/species/cr2s3s,Cr2S3,200.13,53.1,-336355.0,-334700.0,148.95,112.18,92.94,46.82,4.69,"87pan/mah,Internal calculation,84pan/stu,91kna/kub"
/species/crcl2s,CrCl2,122.871,42.7,-349123.0,-388300.0,115.3,69.27,71.36,13.0,-5.3,"84pan,Internal calculation,98bal/nor,91kna/kub"
/species/crcl3s,CrCl3,158.323,57.37,-474234.0,-544400.0,122.9,90.62,98.83,13.98,-11.0,"84pan,Internal calculation,98bal/nor,91kna/kub"
/species/cro2s,CrO2,83.965,16.95,-544898.0,-597900.0,51.0,99.7,99.7,0.0,0.0,"92wol,Internal calculation,04chi,93bar"
/species/cro3s,CrO3,99.964,35.14,-504285.0,-583100.0,67.0,79.17,71.76,87.87,-16.7,"92wol,Internal calculation,98bal/nor,91kna/kub"
/species/crpo4green,CrPO4,146.937,nan,-1363400.0,nan,nan,nan,nan,nan,nan,51zha
/species/crpo4purple,CrPO4,146.937,nan,-1331300.0,nan,nan,nan,nan,nan,nan,51zha
/species/crss,CrS,84.032,17.33,-137629.0,-135140.0,64.02,46.77,32.84,46.72,0.0,"87pan/mah,Internal calculation,84pan/stu,91kna/kub"
/species/cuelement,Cu,63.546,7.113,0.0,0.0,33.15,24.44,24.36,3.99,-0.99,"95rob/hem,Internal calculation,By convention,89cox/wag"
/species/cuoh2-0,Cu(OH)2,97.561,28.97,-359752.0,-443825.0,87.0,93.32,86.99,23.26,-0.54,"84pan/stu,07pow/bro,Internal calculation,98cha"
/species/anilite,Cu1.75S,143.272,25.79,-76397.0,-70573.0,109.6,68.4,68.4,0.0,0.0,"95rob/hem,00pui,Internal calculation"
/species/djurleite,Cu1.934S,154.964,26.89,-82424.0,-76994.0,114.38,73.0,73.0,0.0,0.0,"95rob/hem,00pui,Internal calculation"
/species/malachite,Cu2(OH)2(CO3),221.116,54.86,-901535.0,-1065309.0,166.3,140.54,49.57,328.36,-6.16,"78hel/del,07pow/bro,Internal calculation,00pui"
/species/olivenite,Cu2AsO4(OH),283.019,63.6,-846580.0,nan,nan,nan,nan,nan,nan,"00bla/bid,01gas/aza"
/species/cuprite,Cu2O,143.091,23.437,-147799.0,-170600.0,92.4,62.55,65.13,17.02,-6.8,"78hel/del,Internal calculation,95rob/hem,98cha"
/species/libenthenite,Cu2PO4OH,239.071,60.84,-1204992.0,nan,nan,nan,nan,nan,nan,"63wyc,84nri"
/species/chalcocitealpha,Cu2S,159.158,28.42,-84205.0,-78884.0,116.2,76.32,52.84,78.74,0.0,"84pan/stu,00pui,Internal calculation,95rob/hem,78hel/del"
/species/cu2so4,Cu2SO4,223.156,61.9,-654179.0,-751446.0,182.422,129.7,98.26,123.7,-4.83,"84pan/stu,Internal calculation,00pui"
/species/cu2so5,Cu2SO5,239.155,57.35,-792253.0,-927593.0,157.3,179.94,170.83,45.36,-3.93,"98cha,Internal calculation,00pui"
/species/azurite,Cu3(OH)2(CO3)2,344.67,91.01,-1431457.0,-1672308.0,254.4,228.61,137.89,387.46,-22.05,"78hel/del,07pow/bro,Internal calculation,00pui"
/species/cu3po42,Cu3(PO4)2,380.581,nan,-2066570.0,-2255072.0,370.0,229.0,229.0,0.0,0.0,"84vie/tar,Internal calculation,00pui"
/species/cu3po423h2o,Cu3(PO4)2:3H2O,434.627,nan,-2767888.0,-3125073.0,504.0,351.0,351.0,0.0,0.0,"84vie/tar,Internal calculation,00pui"
/species/connellite,Cu37Cl8(SO4)2(OH)62:8H2O,4025.53,1163.45,-15657986.0,-19197453.0,3409.0,3525.3,3525.3,0.0,0.0,"90rob/cam,00pui,Internal calculation"
/species/clinoclase,Cu3AsO4(OH)3,380.579,86.104,-1211812.0,nan,nan,nan,nan,nan,nan,"00bla/bid,01gas/aza"
/species/cornetite,Cu3PO4(OH)3,336.631,82.1,-1567745.0,nan,nan,nan,nan,nan,nan,"63wyc,84nri"
/species/antlerite,Cu3SO4(OH)4,354.731,89.805,-1446600.0,-1728970.0,266.4,362.7,362.7,0.0,0.0,"90rob/cam,00pui,Internal calculation"
/species/cu4no32oh6,Cu4(NO3)2(OH)6,480.238,nan,-1301726.0,-1763250.0,399.2,415.0,415.0,0.0,0.0,"00pui,Internal calculation"
/species/atacamite,Cu4Cl2(OH)6,427.133,113.599,-1339955.0,-1646336.0,335.57,349.33,312.62,134.86,-3.11,"90rob/cam,00pui,Internal calculation"
/species/brochantite,Cu4SO4(OH)6,452.292,113.6,-1818000.0,-2188527.0,339.7,369.0,258.57,387.23,-4.46,"95rob/hem,00pui,Internal calculation"
/species/langite,Cu4SO4(OH)6:H2O,470.307,139.557,-2044000.0,-2485474.0,335.0,403.5,403.5,0.0,0.0,"90rob/cam,00pui,Internal calculation"
/species/pseudomalachite,Cu5(PO4)2(OH)4,575.702,145.747,-2771900.0,nan,nan,nan,nan,nan,nan,"63wyc,84nri"
/species/bornitealpha,Cu5FeS4,501.841,98.73,-394621.0,-371600.0,398.5,245.6,208.2,146.78,-5.65,"95rob/hem,Internal calculation,78hel/del|70pan/kin"
/species/cuco3,CuCO3,123.555,nan,-528198.0,-605335.0,87.9,101.63,92.05,38.91,-1.8,"00pui,Internal calculation"
/species/nantokite,CuCl,98.998,23.91,-121163.0,-138355.0,87.03,48.55,72.12,-9.07,-18.55,"84pan/stu,00pui,Internal calculation"
/species/melanothallite,CuCl2,134.451,39.71,-176106.0,-220274.0,108.09,71.89,72.79,11.83,-3.94,"84pan/stu,00pui,Internal calculation,98cha"
/species/cuf-0,CuF,82.544,16.652,-259550.0,-280330.0,64.85,51.89,49.45,18.52,-2.75,"09hon,Internal calculation,84pan/stu"
/species/cuf2,CuF2,101.543,20.84,-491647.0,-538900.0,77.452,65.56,61.27,37.23,-6.05,"84pan/stu,Internal calculation"
/species/cuf22h2o,CuF2:2H2O,137.573,46.888,-998259.0,-1162153.0,152.75,152.3,152.3,0.0,0.0,"07gre/per,00pui,Internal calculation"
/species/chalcopyritealpha,CuFeS2,183.525,43.9,-194996.0,-194900.0,124.9,96.65,86.99,53.56,-5.61,"95rob/hem,Internal calculation,78hel/del|70pan/kin"
/species/tenorite,CuO,79.545,12.63,-128491.0,-156256.0,42.6,42.26,48.51,7.55,-7.56,"84pan,07pow/bro,Internal calculation,98cha"
/species/covellite,CuS,95.612,20.79,-48636.0,-47982.0,67.4,47.54,43.05,20.25,-1.38,"84pan/stu,00pui,Internal calculation,95rob/hem"
/species/chalcocyanite,CuSO4,159.61,40.88,-662185.0,-771400.0,109.2,98.87,93.32,79.09,-16.02,"95rob/hem,Internal calculation,89cox/wag,98cha"
/species/chalcanthite,CuSO4:5H2O,249.686,109.32,-1880000.0,-2279696.0,301.2,65.34,70.88,-18.58,0.0,"95rob/hem,00pui,Internal calculation"
/species/feelement,Fe,55.847,7.04,0.0,0.0,27.32,25.1,17.71,23.77,0.27,"04fab/sax,Internal calculation,By convention,95par/kho,98cha"
/species/feoh2,Fe(OH)2,89.862,24.48,-491462.0,-573539.0,87.864,97.08,92.42,33.67,-4.78,"01mer/vie,53leu/kho,Internal calculation,04chi,98cha"
/species/ferrihydrite6l,Fe(OH)3,106.869,34.36,-710577.0,-830300.0,129.514,101.67,101.67,0.0,0.0,"92wol,04maj/nav,Internal calculation,98cha"
/species/ferrihydrite2l,Fe(OH)3,106.869,34.36,-708294.0,-827100.0,132.589,101.67,101.67,0.0,0.0,"92wol,04maj/nav,Internal calculation,98cha"
/species/wustite,Fe0.947O,68.887,12.04,-245144.0,-266270.0,57.59,49.93,47.22,13.3,-1.12,"95rob/hem,Internal calculation,98cha"
/species/fe10s11,Fe10S11,911.196,190.263,-1068517.0,-1048480.0,693.0,548.57,548.57,0.0,0.0,"08bla,Internal calculation,05wal/pel"
/species/fe11s12,Fe11S12,999.109,208.729,-1174917.0,-1148080.0,775.18,598.44,598.44,0.0,0.0,"08bla,Internal calculation,05wal/pel"
/species/fe2so43,Fe2(SO4)3,399.885,130.8,-2264357.0,-2585200.0,305.6,272.77,213.0,312.1,-29.59,"95rob/hem,Internal calculation,05maj/nav,02hem/sea"
/species/kornelite,Fe2(SO4)3:7H2O,525.992,233.8,-3969512.0,-4692200.0,590.6,nan,nan,nan,nan,"90rob/cam,Internal calculation,02hem/sea"
/species/coquimbite,Fe2(SO4)3:9H2O,562.022,265.1,-4450125.0,-5288200.0,670.1,nan,nan,nan,nan,"90rob/cam,Internal calculation,02hem/sea"
/species/sudoitefe,Fe2Al4Si3O10(OH)8,599.929,204.0,-7275815.0,-7912770.0,457.0,604.28,679.08,358.45,-161.49,"98hol/pow,Internal calculation"
/species/staurolite,Fe2Al9Si4O23(OH),851.863,224.4,-10469141.0,-11191200.0,489.946,643.35,866.59,154.56,-239.41,"78hel/del,Internal calculation,87woo/gar"
/species/maghemitedisordered,Fe2O3,159.692,29.087,-727788.0,-808100.0,93.0,104.99,106.8,65.09,-18.86,"63wyc,Internal calculation,03maj/gre"
/species/hematite,Fe2O3,159.692,30.3,-744249.0,-826230.0,87.404,103.88,116.5,48.72,-24.13,"78hel/del,Internal calculation,90hem"
/species/fayalite,Fe2SiO4,203.777,46.39,-1381695.0,-1481704.0,148.323,132.9,152.76,39.16,-28.03,"78hel/del,Internal calculation"
/species/ulvospinel,Fe2TiO4,223.562,46.82,-1399900.0,-1493896.0,180.4,245.15,193.75,-17.09,50.22,"95rob/hem,Internal calculation"
/species/symplesite,Fe3(AsO4)2:8H2O,589.502,195.199,-3683998.0,nan,nan,nan,nan,nan,nan,"00bla/bid,01gas/aza"
/species/vivianite,Fe3(PO4)2:8H2O,501.606,185.096,-4461740.0,nan,nan,nan,nan,nan,nan,"63wyc,94alb/tom"
/species/romerite,Fe3(SO4)4:14H2O,804.009,370.5,-6485529.0,-7730000.0,943.0,nan,nan,nan,nan,"90rob/cam,Internal calculation,02hem/sea"
/species/bilinite,Fe3(SO4)4:22H2O,948.132,476.448,-8409612.0,-10121000.0,1243.0,nan,nan,nan,nan,"69bol/ptu,Internal calculation,02hem/sea"
/species/almandinealpha,Fe3Al2Si3O12,497.753,115.28,-4933875.0,-5264700.0,316.31,361.83,408.02,140.75,-78.37,"78hel/del,Internal calculation,95rob/hem"
/species/greenrustoh,Fe3O2(OH)4,267.569,nan,-1447920.0,nan,nan,nan,nan,nan,nan,04chi
/species/magnetiteam,Fe3O4,231.539,44.524,-988371.0,-1091568.0,146.14,150.92,149.1,110.91,-27.78,"78hel/del,98bre/lin,Internal calculation,90hem"
/species/magnetite,Fe3O4,231.539,44.524,-1012529.0,-1115726.0,146.14,150.92,149.1,110.91,-27.78,"78hel/del,Internal calculation,90hem"
/species/greigite,Fe3S4,295.805,89.1,-306433.0,-311011.0,194.82,nan,nan,nan,nan,"90rob/cam,Internal calculation,08bla"
/species/greenalite,Fe3Si2O5(OH)4,371.738,115.0,-3002962.0,-3301000.0,304.5,302.32,303.39,166.34,-45.04,"78hel/del,Internal calculation,83miy/kle"
/species/minnesotaite,Fe3Si4O10(OH)2,473.892,148.5,-4474753.0,-4822990.0,350.8,364.4,411.38,125.52,-75.03,"83miy/kle,Internal calculation"
/species/cronstedtiteth,Fe3SiAlO5(OH)4,370.634,90.44,-2628326.0,-2916680.0,346.47,307.69,307.69,0.0,0.0,"15bla/vie,Internal calculation"
/species/greenrustcl,Fe4(OH)8Cl,394.899,nan,-2131750.0,nan,nan,nan,nan,nan,nan,04chi
/species/amesitefe,Fe4Al2(Al2Si2)O10(OH)8,683.538,209.0,-6977055.0,-7607460.0,514.8,540.47,600.7,340.86,-143.88,"05vid/par,Internal calculation"
/species/copiapite,Fe5(SO4)6(OH)2:20H2O,1249.94,581.4,-9931433.0,-11824000.0,1444.0,nan,nan,nan,nan,"90rob/cam,Internal calculation,02hem/sea"
/species/ferricopiapite,Fe5(SO4)6O(OH):20H2O,1248.93,586.352,-9879603.0,-11767000.0,1396.0,nan,nan,nan,nan,"90rob/cam,Internal calculation,02hem/sea"
/species/chamositedaphnite,Fe5Al(AlSi3)O10(OH)8,713.507,215.88,-6506859.0,-7120845.0,559.4,574.76,599.55,372.81,-120.85,"05vid/par,Internal calculation,01vid/par"
/species/greenrustco3,Fe6(OH)12CO3:2H2O,635.21,nan,-4042790.0,nan,nan,nan,nan,nan,nan,04chi
/species/greenrust2so4,Fe6(OH)12SO4:2H2O,671.264,nan,-4244670.0,nan,nan,nan,nan,nan,nan,04chi
/species/fe7016s8,Fe7.016S8,648.351,135.073,-766773.0,-755380.0,486.32,398.96,140.6,720.72,38.65,"08bla,Internal calculation,05wal/pel"
/species/grunerite,Fe7Si8O22(OH)2,1001.61,278.7,-8936392.0,-9623000.0,631.33,681.08,755.5,362.0,-162.1,"95rob/hem,Internal calculation"
/species/greenrustso3,Fe8(OH)16SO3:4H2O,871.019,nan,-5465000.0,nan,nan,nan,nan,nan,nan,04chi
/species/schwertmannite,Fe8O8(OH)6SO4:8H2O,917.001,245.2,-6040187.0,nan,nan,nan,nan,nan,nan,"90rob/cam,04maj/nav"
/species/fe9s10,Fe9S10,823.283,171.798,-967778.0,-950760.0,623.5,498.7,498.7,0.0,0.0,"08bla,Internal calculation,05wal/pel"
/species/halotrichite,FeAl2(SO4)4:22H2O,890.401,546.6,-9306070.0,-11041000.0,1166.0,nan,nan,nan,nan,"90rob/cam,Internal calculation,02hem/sea"
/species/chloritoid,FeAl2SiO5(OH)2,251.907,69.8,-2962146.0,-3193300.0,176.146,210.89,253.68,71.67,-57.03,"78hel/del,Internal calculation,87woo/gar"
/species/westerveldite,FeAs,130.769,16.64,-43360.0,-43512.0,62.5,50.36,27.95,46.5,7.6,"08per/pok,Internal calculation"
/species/loellingite,FeAs2,205.69,27.44,-80230.0,-85776.0,80.1,70.83,76.69,3.1,-6.03,"08per/pok,Internal calculation"
/species/scoroditeam,FeAsO4:2H2O,230.797,72.1,-1269637.0,nan,nan,nan,nan,nan,nan,"00bla/bid,06lan/mah"
/species/scorodite,FeAsO4:2H2O,230.797,72.1,-1285791.0,-1508900.0,191.514,180.54,180.54,0.0,0.0,"00bla/bid,06lan/mah,11maj/dra,Internal calculation,90pap/ber"
/species/arsenopyrite,FeAsS,162.835,26.27,-136450.0,-144370.0,68.5,68.45,75.51,4.78,-7.54,"08per/pok,Internal calculation"
/species/siderite,FeCO3,115.856,29.378,-678935.0,-752068.0,95.5,82.48,86.57,42.34,-14.86,"78hel/del|85hel,04chi,Internal calculation"
/species/fecl2,FeCl2,126.752,39.46,-301703.0,-341160.0,118.06,76.67,77.89,10.5,-3.87,"95rob/hem,Internal calculation,95par/kho,98cha"
/species/fecl22h2o,FeCl2:2H2O,162.782,76.424,-802367.0,-951012.0,218.355,nan,nan,nan,nan,"63wyc,08bla,Internal calculation"
/species/fecl24h2o,FeCl2:4H2O,198.813,nan,-1284233.0,-1542704.0,316.508,nan,nan,nan,nan,"04chr,08bla,Internal calculation"
/species/fecl2h2o,FeCl2:H2O,144.767,nan,-555213.0,-646086.0,178.867,nan,nan,nan,nan,"08bla,Internal calculation"
/species/fecl3,FeCl3,162.204,57.86,-331814.0,-395660.0,147.8,96.67,78.51,77.19,-4.32,"95rob/hem,Internal calculation,95par/kho,98cha"
/species/fecl36h2o,FeCl3:6H2O,270.296,146.9,-1767877.0,-2210720.0,276.173,nan,nan,nan,nan,"63wyc,95par/kho,08bla,Internal calculation"
/species/chromite,FeCr2O4,223.777,44.01,-1344469.0,-1445500.0,146.0,133.58,140.35,56.09,-20.89,"95rob/hem,Internal calculation"
/species/feo,FeO,71.846,12.0,-251424.0,-272040.0,60.75,48.12,48.77,8.4,-2.8,"95rob/hem,Internal calculation,98cha"
/species/lepidocrocite,FeOOH,88.854,22.213,-480017.0,-549400.0,65.1,69.11,59.76,60.52,-7.73,"63wyc,Internal calculation,03maj/gre"
/species/goethite,FeOOH,88.854,20.82,-488506.0,-560000.0,58.019,74.31,1.25,233.2,3.14,"95rob/hem,95par/kho,03maj/gre,Internal calculation"
/species/strengite,FePO4:2H2O,186.849,64.5,-1657700.0,-1888461.0,171.25,180.54,180.54,0.0,0.0,"95rob/hem,69wag/eva,Internal calculation,74nau/ryz|76wag/eva| 71par/wag"
/species/mackinawite,FeS,87.913,21.082,-98493.0,-95495.0,69.43,nan,nan,nan,nan,"63wyc,08bla,Internal calculation"
/species/troilite,FeS,87.913,19.069,-100400.0,-100121.0,60.31,50.5,-472.97,1091.66,176.0,"63wyc,Internal calculation,05wal/pel"
/species/fesam,FeS,87.913,18.2,-95354.0,-92356.0,69.43,nan,nan,nan,nan,"08bla,Internal calculation"
