Al,Mg,Si,Zn,liquidus,eq_liquidus
0.4,0.06,0.02,,796.9397812533956,{'LIQUID#1': 1.0}
0.4,0.06,0.03,,813.9612564664349,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.549669684128976e-16}"
0.4,0.06,0.04,,824.3096157542986,{'LIQUID#1': 1.0000000000000002}
0.4,0.06,0.05,,830.8959093437047,{'LIQUID#1': 1.0}
0.4,0.06,0.06,,835.0648046195438,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.277952552628171e-17}"
0.4,0.06,0.07,,837.5524821233809,"{'LIQUID#1': 0.9999999999999998, 'MG2SI#1': 9.50042899610533e-16}"
0.4,0.06,0.08,,845.00007803235,{'LIQUID#1': 0.9999999999999999}
0.4,0.06,0.09,,865.8080826871749,"{'DIAMOND_A4#1': 1.3490013440365776e-15, 'LIQUID#1': 1.0}"
0.4,0.07,0.01,,788.8187727772012,{'LIQUID#1': 1.0}
0.4,0.07,0.02,,815.1169376868884,{'LIQUID#1': 1.0}
0.4,0.07,0.03,,833.2134051005277,{'LIQUID#1': 1.0}
0.4,0.07,0.04,,844.4116058820113,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.3192700328532173e-16}"
0.4,0.07,0.05,,851.7134656969703,{'LIQUID#1': 1.0}
0.4,0.07,0.06,,856.5067688636344,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.108798175517826e-15}"
0.4,0.07,0.07,,859.5520096206534,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.00774568218871e-16}"
0.4,0.07,0.08,,861.312223719466,"{'LIQUID#1': 0.9999999999999998, 'MG2SI#1': 7.450162146182253e-14}"
0.4,0.07,0.09,,862.090340666992,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.646465231049833e-16}"
0.4,0.08,0.01,,795.3691537922937,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.234967484320169e-16}"
0.4,0.08,0.02,,830.8330270429971,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 4.769203489092958e-16}"
0.4,0.08,0.03,,849.9190978451802,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 5.882671466253122e-16}"
0.4,0.08,0.04,,861.9091582430294,{'LIQUID#1': 1.0}
0.4,0.08,0.05,,869.8840594211996,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.138356952054103e-16}"
0.4,0.08,0.06,,875.2690945999873,{'LIQUID#1': 0.9999999999999998}
0.4,0.08,0.07,,878.8459516498401,{'LIQUID#1': 0.9999999999999998}
0.4,0.08,0.08,,881.091041520481,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.227622592054278e-16}"
0.4,0.08,0.09,,882.3164197654934,{'LIQUID#1': 1.0000000000000002}
0.4,0.09,0.01,,807.7969455192574,"{'LIQUID#1': 1.0, 'MG2SI#1': 7.389542508091943e-16}"
0.4,0.09,0.02,,844.5587129854947,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.745912263104363e-16}"
0.4,0.09,0.03,,864.56481709885,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.9332430598494164e-16}"
0.4,0.09,0.04,,877.2993899187522,{'LIQUID#1': 1.0000000000000002}
0.4,0.09,0.05,,885.9125523162626,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 2.7829130240895904e-16}"
0.4,0.09,0.06,,891.8625635558092,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.9205279777179315e-15}"
0.4,0.09,0.07,,895.9497700119193,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.8216892374826124e-14}"
0.4,0.09,0.08,,898.6623831256422,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 4.3492508987692705e-15}"
0.4,0.09,0.09,,900.3205325878912,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.974563600844413e-15}"
0.41,0.01,0.01,,806.1142939428732,"{'FCC_A1#1': 9.907240145384488e-16, 'LIQUID#1': 1.0}"
0.41,0.01,0.02,,795.4717686417686,{'LIQUID#1': 0.9999999999999998}
0.41,0.01,0.03,,785.0848260970581,{'LIQUID#1': 1.0}
0.41,0.01,0.04,,809.0499728060166,{'LIQUID#1': 1.0}
0.41,0.01,0.05,,839.0015861661119,"{'DIAMOND_A4#1': 1.699804425759731e-16, 'LIQUID#1': 1.0}"
0.41,0.01,0.06,,865.2233571475809,"{'DIAMOND_A4#1': 6.684417276218568e-17, 'LIQUID#1': 1.0}"
0.41,0.01,0.07,,888.749602977588,"{'DIAMOND_A4#1': 1.1165105291962017e-17, 'LIQUID#1': 1.0}"
0.41,0.01,0.08,,910.223456135431,{'LIQUID#1': 1.0}
0.41,0.01,0.09,,930.0742045584204,"{'DIAMOND_A4#1': 2.017567198152537e-16, 'LIQUID#1': 1.0}"
0.41,0.02,0.01,,804.6931800040018,{'LIQUID#1': 1.0}
0.41,0.02,0.02,,794.7269965876264,{'LIQUID#1': 1.0}
0.41,0.02,0.03,,784.9899701830475,"{'FCC_A1#1': 3.534609450431941e-16, 'LIQUID#1': 0.9999999999999999}"
0.41,0.02,0.04,,795.1599831928645,"{'DIAMOND_A4#1': 4.1370046507830387e-16, 'LIQUID#1': 1.0000000000000002}"
0.41,0.02,0.05,,825.1391963619782,"{'DIAMOND_A4#1': 8.508411828208913e-16, 'LIQUID#1': 0.9999999999999999}"
0.41,0.02,0.06,,851.455348745144,"{'DIAMOND_A4#1': 2.9628326949904735e-16, 'LIQUID#1': 1.0}"
0.41,0.02,0.07,,875.1202874962839,"{'DIAMOND_A4#1': 5.282759591987111e-16, 'LIQUID#1': 1.0}"
0.41,0.02,0.08,,896.7629398048593,"{'DIAMOND_A4#1': 3.7193062380117434e-17, 'LIQUID#1': 1.0}"
0.41,0.02,0.09,,916.802998457653,{'LIQUID#1': 1.0}
0.41,0.03,0.01,,802.805191815434,{'LIQUID#1': 1.0}
0.41,0.03,0.02,,793.5045385003615,{'LIQUID#1': 0.9999999999999999}
0.41,0.03,0.03,,784.4081099577975,{'LIQUID#1': 1.0}
0.41,0.03,0.04,,781.0740477091273,{'LIQUID#1': 0.9999999999999998}
0.41,0.03,0.05,,811.0671893614582,{'LIQUID#1': 1.0}
0.41,0.03,0.06,,837.4674353478292,"{'DIAMOND_A4#1': 2.4365760226927254e-17, 'LIQUID#1': 1.0}"
0.41,0.03,0.07,,861.263651189521,"{'DIAMOND_A4#1': 5.952969965318752e-17, 'LIQUID#1': 1.0}"
0.41,0.03,0.08,,883.0701836725007,{'LIQUID#1': 1.0}
0.41,0.03,0.09,,903.296834266736,{'LIQUID#1': 1.0}
0.41,0.04,0.01,,800.4832468006794,{'LIQUID#1': 1.0}
0.41,0.04,0.02,,791.8348065577289,"{'FCC_A1#1': 3.193144683249865e-16, 'LIQUID#1': 1.0}"
0.41,0.04,0.03,,783.3669586848647,"{'FCC_A1#1': 8.227968963775118e-16, 'LIQUID#1': 1.0}"
0.41,0.04,0.04,,775.0652131669118,"{'FCC_A1#1': 4.1102931440790676e-16, 'LIQUID#1': 1.0}"
0.41,0.04,0.05,,796.8074653305317,"{'DIAMOND_A4#1': 6.984269407992031e-16, 'LIQUID#1': 0.9999999999999999}"
0.41,0.04,0.06,,823.2800089392028,"{'DIAMOND_A4#1': 9.482753292896846e-17, 'LIQUID#1': 1.0}"
0.41,0.04,0.07,,847.1984232781062,"{'DIAMOND_A4#1': 1.06790245843715e-15, 'LIQUID#1': 1.0}"
0.41,0.04,0.08,,869.1621532312249,"{'DIAMOND_A4#1': 1.0441475823188906e-16, 'LIQUID#1': 1.0}"
0.41,0.04,0.09,,889.5708513541343,{'LIQUID#1': 0.9999999999999999}
0.41,0.05,0.01,,797.7608472237894,{'LIQUID#1': 0.9999999999999999}
0.41,0.05,0.02,,789.7497298664681,"{'FCC_A1#1': 3.261849988650576e-16, 'LIQUID#1': 1.0}"
0.41,0.05,0.03,,790.9057931803551,{'LIQUID#1': 1.0}
0.41,0.05,0.04,,800.4251295689069,{'LIQUID#1': 1.0}
0.41,0.05,0.05,,806.3523324323389,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.2782170933042155e-15}"
0.41,0.05,0.06,,809.975928489902,{'LIQUID#1': 1.0}
0.41,0.05,0.07,,832.9430068414817,{'LIQUID#1': 1.0}
0.41,0.05,0.08,,855.055676745326,"{'DIAMOND_A4#1': 2.40542485534303e-16, 'LIQUID#1': 1.0}"
0.41,0.05,0.09,,875.6402294456702,{'LIQUID#1': 0.9999999999999999}
0.41,0.06,0.01,,794.670674553155,{'LIQUID#1': 1.0000000000000002}
0.41,0.06,0.02,,796.1264976987082,{'LIQUID#1': 1.0}
0.41,0.06,0.03,,813.2039663001156,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.8378261012040845e-16}"
0.41,0.06,0.04,,823.6378165542386,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.5805427105514018e-16}"
0.41,0.06,0.05,,830.3261064235695,{'LIQUID#1': 1.0}
0.41,0.06,0.06,,834.6074685528355,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.953280864959743e-16}"
0.41,0.06,0.07,,837.2147756920939,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.990304057129564e-16}"
0.41,0.06,0.08,,840.7673711789114,"{'DIAMOND_A4#1': 2.7332136210423044e-15, 'LIQUID#1': 1.0}"
0.41,0.06,0.09,,861.5201054970684,{'LIQUID#1': 1.0}
0.41,0.07,0.01,,791.2438608261918,"{'FCC_A1#1': 4.576942842602547e-16, 'LIQUID#1': 1.0}"
0.41,0.07,0.02,,814.1283755755845,{'LIQUID#1': 1.0}
0.41,0.07,0.03,,832.2713993563794,{'LIQUID#1': 1.0}
0.41,0.07,0.04,,843.5464191412432,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.9158413879395167e-16}"
0.41,0.07,0.05,,850.9420940216642,{'LIQUID#1': 1.0}
0.41,0.07,0.06,,855.8400336903044,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.9728740600155155e-18}"
0.41,0.07,0.07,,858.9973382937208,{'LIQUID#1': 1.0}
0.41,0.07,0.08,,860.8749785531595,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 6.230279612564162e-15}"
0.41,0.07,0.09,,861.7745411645731,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.112962415619357e-16}"
0.41,0.08,0.01,,794.2637495038273,{'LIQUID#1': 1.0}
0.41,0.08,0.02,,829.6942278566399,{'LIQUID#1': 0.9999999999999998}
0.41,0.08,0.03,,848.8179053162327,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.558745026183016e-16}"
0.41,0.08,0.04,,860.8764524356569,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 3.4228715955873163e-16}"
0.41,0.08,0.05,,868.9372475999348,{'LIQUID#1': 1.0}
0.41,0.08,0.06,,874.4193028819375,{'LIQUID#1': 0.9999999999999999}
0.41,0.08,0.07,,878.1008452173423,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 3.4811482661635565e-15}"
0.41,0.08,0.08,,880.4561729874041,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.975153441321953e-15}"
0.41,0.08,0.09,,881.7959607548405,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.3448055424657266e-15}"
0.41,0.09,0.01,,806.5720442358751,{'LIQUID#1': 1.0}
0.41,0.09,0.02,,843.2910428051246,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 2.755425807779631e-16}"
0.41,0.09,0.03,,863.3262688739043,{'LIQUID#1': 1.0}
0.41,0.09,0.04,,876.1213342257154,{'LIQUID#1': 1.0}
0.41,0.09,0.05,,884.8127382479407,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.978589226791436e-15}"
0.41,0.09,0.06,,890.8523809147385,{'LIQUID#1': 1.0}
0.41,0.09,0.07,,895.0370975543015,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 7.381956032698782e-15}"
0.41,0.09,0.08,,897.852950318694,{'LIQUID#1': 1.0000000000000002}
0.41,0.09,0.09,,899.6186583874307,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.588220512935013e-16}"
0.42,0.01,0.01,,808.6380538726243,"{'FCC_A1#1': 1.7215390431069108e-16, 'LIQUID#1': 1.0}"
0.42,0.01,0.02,,798.2196981610637,{'LIQUID#1': 1.0}
0.42,0.01,0.03,,788.0425668801638,"{'FCC_A1#1': 7.127825798164051e-16, 'LIQUID#1': 1.0}"
0.42,0.01,0.04,,804.6885751016445,{'LIQUID#1': 1.0}
0.42,0.01,0.05,,834.5277996913871,"{'DIAMOND_A4#1': 6.9650446382236e-17, 'LIQUID#1': 1.0}"
0.42,0.01,0.06,,860.6644199525283,{'LIQUID#1': 1.0}
0.42,0.01,0.07,,884.1253833826121,{'LIQUID#1': 0.9999999999999998}
0.42,0.01,0.08,,905.5491418572358,"{'DIAMOND_A4#1': 1.7431527306201562e-16, 'LIQUID#1': 1.0}"
0.42,0.01,0.09,,925.3617962687334,"{'DIAMOND_A4#1': 3.479081359313285e-16, 'LIQUID#1': 1.0}"
0.42,0.02,0.01,,807.1532119438336,{'LIQUID#1': 1.0000000000000002}
0.42,0.02,0.02,,797.3992402443946,{'LIQUID#1': 1.0}
0.42,0.02,0.03,,787.8607442079897,{'LIQUID#1': 0.9999999999999998}
0.42,0.02,0.04,,790.9099845818444,"{'DIAMOND_A4#1': 7.776974822716587e-16, 'LIQUID#1': 1.0}"
0.42,0.02,0.05,,820.7744057206431,"{'DIAMOND_A4#1': 7.158104968634403e-17, 'LIQUID#1': 1.0}"
0.42,0.02,0.06,,847.0023342408028,"{'DIAMOND_A4#1': 3.3242424938333166e-16, 'LIQUID#1': 1.0}"
0.42,0.02,0.07,,870.598518316221,{'LIQUID#1': 1.0}
0.42,0.02,0.08,,892.187377078365,"{'DIAMOND_A4#1': 3.0727591826086747e-16, 'LIQUID#1': 1.0}"
0.42,0.02,0.09,,912.1855330615432,{'LIQUID#1': 1.0}
0.42,0.03,0.01,,805.2214166665201,"{'FCC_A1#1': 3.2153430007529893e-16, 'LIQUID#1': 1.0}"
0.42,0.03,0.02,,796.1215857095468,{'LIQUID#1': 1.0}
0.42,0.03,0.03,,787.2128180010428,{'LIQUID#1': 1.0}
0.42,0.03,0.04,,778.4803113436521,"{'FCC_A1#1': 9.288106486407955e-16, 'LIQUID#1': 1.0}"
0.42,0.03,0.05,,806.8160792661163,"{'DIAMOND_A4#1': 4.069357702381412e-16, 'LIQUID#1': 0.9999999999999998}"
0.42,0.03,0.06,,833.1252349693349,{'LIQUID#1': 1.0}
0.42,0.03,0.07,,856.849354120375,"{'DIAMOND_A4#1': 8.22608025492827e-16, 'LIQUID#1': 1.0}"
0.42,0.03,0.08,,878.5984578391033,{'LIQUID#1': 1.0}
0.42,0.03,0.09,,898.7794032701194,{'LIQUID#1': 1.0000000000000002}
0.42,0.04,0.01,,802.8731165722689,"{'FCC_A1#1': 4.386432096567343e-16, 'LIQUID#1': 1.0}"
0.42,0.04,0.02,,794.4147987256383,"{'FCC_A1#1': 6.003465586779597e-17, 'LIQUID#1': 1.0}"
0.42,0.04,0.03,,786.12432484813,"{'FCC_A1#1': 3.266984597394173e-16, 'LIQUID#1': 1.0}"
0.42,0.04,0.04,,777.9877927861938,{'LIQUID#1': 1.0000000000000002}
0.42,0.04,0.05,,792.6739286014483,{'LIQUID#1': 1.0}
0.42,0.04,0.06,,819.0527792984022,"{'DIAMOND_A4#1': 2.3498916990580675e-16, 'LIQUID#1': 1.0}"
0.42,0.04,0.07,,842.8959446604891,{'LIQUID#1': 1.0}
0.42,0.04,0.08,,864.7987370517268,{'LIQUID#1': 1.0}
0.42,0.04,0.09,,885.1579972007178,"{'DIAMOND_A4#1': 3.460760980417792e-17, 'LIQUID#1': 1.0}"
0.42,0.05,0.01,,800.1394979550038,"{'FCC_A1#1': 2.294264722125804e-16, 'LIQUID#1': 1.0}"
0.42,0.05,0.02,,792.3085307926046,"{'FCC_A1#1': 2.22848618370924e-17, 'LIQUID#1': 1.0000000000000002}"
0.42,0.05,0.03,,790.4109894126638,{'LIQUID#1': 1.0}
0.42,0.05,0.04,,800.0203718259695,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.545946227351754e-16}"
0.42,0.05,0.05,,806.0532962186832,{'LIQUID#1': 1.0}
0.42,0.05,0.06,,809.7925355303918,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.6796146731572555e-16}"
0.42,0.05,0.07,,828.7560449311068,{'LIQUID#1': 1.0}
0.42,0.05,0.08,,850.8044500259791,"{'DIAMOND_A4#1': 1.2483657671663592e-15, 'LIQUID#1': 1.0}"
0.42,0.05,0.09,,871.3359576531954,"{'DIAMOND_A4#1': 9.595569831982925e-16, 'LIQUID#1': 1.0}"
0.42,0.06,0.01,,797.0511405962089,"{'FCC_A1#1': 5.846966895615819e-16, 'LIQUID#1': 1.0}"
0.42,0.06,0.02,,795.3686640675423,{'LIQUID#1': 1.0}
0.42,0.06,0.03,,812.4984044405145,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.433910084641405e-16}"
0.42,0.06,0.04,,823.0135637555812,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.1965713904965284e-16}"
0.42,0.06,0.05,,829.7994304413126,{'LIQUID#1': 1.0}
0.42,0.06,0.06,,834.188702510437,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 6.491398395983649e-16}"
0.42,0.06,0.07,,836.9109982846832,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.0792737772329635e-15}"
0.42,0.06,0.08,,838.4100715499376,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 2.7443965065322547e-15}"
0.42,0.06,0.09,,857.3278986447057,{'LIQUID#1': 0.9999999999999999}
0.42,0.07,0.01,,793.6373036728947,{'LIQUID#1': 1.0000000000000002}
0.42,0.07,0.02,,813.1984968733669,{'LIQUID#1': 0.9999999999999999}
0.42,0.07,0.03,,831.3846072072707,{'LIQUID#1': 1.0}
0.42,0.07,0.04,,842.7325203734601,"{'LIQUID#1': 1.0, 'MG2SI#1': 7.32273701812454e-16}"
0.42,0.07,0.05,,850.2178513581856,{'LIQUID#1': 0.9999999999999999}
0.42,0.07,0.06,,855.2161354424561,{'LIQUID#1': 1.0}
0.42,0.07,0.07,,858.4811323569438,"{'LIQUID#1': 0.9999999999999998, 'MG2SI#1': 1.185468008459734e-15}"
0.42,0.07,0.08,,860.4717803896175,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.4185615686653914e-15}"
0.42,0.07,0.09,,861.4883411297486,{'LIQUID#1': 1.0}
0.42,0.08,0.01,,793.221629082271,{'LIQUID#1': 1.0}
0.42,0.08,0.02,,828.6166210097906,{'LIQUID#1': 1.0}
0.42,0.08,0.03,,847.7746717060103,{'LIQUID#1': 0.9999999999999998}
0.42,0.08,0.04,,859.8980201575578,{'LIQUID#1': 0.9999999999999999}
0.42,0.08,0.05,,868.0407936114829,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 6.928295187507296e-16}"
0.42,0.08,0.06,,873.6158232877124,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 6.504537920162268e-16}"
0.42,0.08,0.07,,877.3979290963371,{'LIQUID#1': 1.0}
0.42,0.08,0.08,,879.8593289639616,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.220517860947817e-14}"
0.42,0.08,0.09,,881.3093368792474,{'LIQUID#1': 1.0}
0.42,0.09,0.01,,805.4121233362802,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.950113269588855e-16}"
0.42,0.09,0.02,,842.0864762016259,{'LIQUID#1': 0.9999999999999998}
0.42,0.09,0.03,,862.147812982107,{'LIQUID#1': 1.0}
0.42,0.09,0.04,,874.9999104667698,{'LIQUID#1': 1.0}
0.42,0.09,0.05,,883.7658677235987,{'LIQUID#1': 1.0}
0.42,0.09,0.06,,889.8913257167363,{'LIQUID#1': 0.9999999999999999}
0.42,0.09,0.07,,894.1696627707249,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.981549457380541e-16}"
0.42,0.09,0.08,,897.0848240654514,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.6464343834034104e-15}"
0.42,0.09,0.09,,898.9541389320159,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.591433967967453e-15}"
0.43,0.01,0.01,,811.1319667089024,{'LIQUID#1': 1.0}
0.43,0.01,0.02,,800.9318934399664,{'LIQUID#1': 0.9999999999999999}
0.43,0.01,0.03,,790.9593288231669,"{'FCC_A1#1': 1.897600255669196e-16, 'LIQUID#1': 1.0}"
0.43,0.01,0.04,,800.4347669383004,{'LIQUID#1': 1.0}
0.43,0.01,0.05,,830.1616687461391,{'LIQUID#1': 1.0}
0.43,0.01,0.06,,856.2124993927619,"{'DIAMOND_A4#1': 5.679683984938947e-16, 'LIQUID#1': 1.0}"
0.43,0.01,0.07,,879.6070450425947,{'LIQUID#1': 1.0}
0.43,0.01,0.08,,900.9792109583929,{'LIQUID#1': 1.0}
0.43,0.01,0.09,,920.7520033250177,{'LIQUID#1': 1.0}
0.43,0.02,0.01,,809.5848062296701,"{'FCC_A1#1': 9.549725090324601e-18, 'LIQUID#1': 1.0}"
0.43,0.02,0.02,,800.0373937693209,{'LIQUID#1': 1.0}
0.43,0.02,0.03,,790.692384059883,{'LIQUID#1': 0.9999999999999999}
0.43,0.02,0.04,,786.7653159103619,{'LIQUID#1': 0.9999999999999998}
0.43,0.02,0.05,,816.5151394230421,{'LIQUID#1': 0.9999999999999999}
0.43,0.02,0.06,,842.6543409461528,"{'DIAMOND_A4#1': 1.1133088757267775e-15, 'LIQUID#1': 1.0000000000000002}"
0.43,0.02,0.07,,866.1807729301406,"{'DIAMOND_A4#1': 3.213016246870152e-16, 'LIQUID#1': 1.0}"
0.43,0.02,0.08,,887.7144773275525,"{'DIAMOND_A4#1': 5.601312065422674e-16, 'LIQUID#1': 1.0}"
0.43,0.02,0.09,,907.6690966245384,"{'DIAMOND_A4#1': 3.705279670773467e-16, 'LIQUID#1': 1.0}"
0.43,0.03,0.01,,807.6099188177251,{'LIQUID#1': 1.0}
0.43,0.03,0.02,,798.705474499739,"{'FCC_A1#1': 3.263083489385475e-16, 'LIQUID#1': 1.0}"
0.43,0.03,0.03,,789.9795203443733,{'LIQUID#1': 1.0}
0.43,0.03,0.04,,781.4177910551417,{'LIQUID#1': 1.0}
0.43,0.03,0.05,,802.6681731330316,"{'DIAMOND_A4#1': 4.2467442958714836e-16, 'LIQUID#1': 1.0}"
0.43,0.03,0.06,,828.8858663181368,"{'DIAMOND_A4#1': 1.90131705009397e-16, 'LIQUID#1': 0.9999999999999999}"
0.43,0.03,0.07,,852.537026184968,{'LIQUID#1': 1.0}
0.43,0.03,0.08,,874.2274772799611,{'LIQUID#1': 1.0}
0.43,0.03,0.09,,894.3612193066009,{'LIQUID#1': 0.9999999999999999}
0.43,0.04,0.01,,805.2354185908142,{'LIQUID#1': 1.0}
0.43,0.04,0.02,,796.9619739079208,"{'FCC_A1#1': 4.557390492700476e-16, 'LIQUID#1': 1.0}"
0.43,0.04,0.03,,788.8442033742408,{'LIQUID#1': 1.0}
0.43,0.04,0.04,,780.8687697883475,{'LIQUID#1': 0.9999999999999998}
0.43,0.04,0.05,,788.641124507888,{'LIQUID#1': 1.0}
0.43,0.04,0.06,,814.926030100711,{'LIQUID#1': 0.9999999999999998}
0.43,0.04,0.07,,838.693213690685,{'LIQUID#1': 1.0}
0.43,0.04,0.08,,860.533978051248,"{'DIAMOND_A4#1': 2.396885244178148e-16, 'LIQUID#1': 1.0}"
0.43,0.04,0.09,,880.8424369129222,{'LIQUID#1': 1.0}
0.43,0.05,0.01,,802.4902930735453,"{'FCC_A1#1': 3.334069846282667e-16, 'LIQUID#1': 1.0}"
0.43,0.05,0.02,,794.8343827479586,{'LIQUID#1': 1.0}
0.43,0.05,0.03,,789.9612525555478,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.880588379799734e-16}"
0.43,0.05,0.04,,799.6564159185114,{'LIQUID#1': 1.0}
0.43,0.05,0.05,,805.7905547973036,{'LIQUID#1': 1.0}
0.43,0.05,0.06,,809.6407860467781,{'LIQUID#1': 1.0}
0.43,0.05,0.07,,824.6664693961603,"{'DIAMOND_A4#1': 1.1847395935598814e-15, 'LIQUID#1': 1.0}"
0.43,0.05,0.08,,846.6496463494485,{'LIQUID#1': 1.0}
0.43,0.05,0.09,,867.1268782523442,{'LIQUID#1': 0.9999999999999999}
0.43,0.06,0.01,,799.4031216190954,"{'FCC_A1#1': 1.0510240739979196e-15, 'LIQUID#1': 1.0}"
0.43,0.06,0.02,,794.6637722264084,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 6.219864687723878e-16}"
0.43,0.06,0.03,,811.8422402046748,{'LIQUID#1': 1.0}
0.43,0.06,0.04,,822.4347047715323,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.4831676970170906e-16}"
0.43,0.06,0.05,,829.3139075699462,{'LIQUID#1': 1.0}
0.43,0.06,0.06,,833.8067104272835,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.697835831444619e-16}"
0.43,0.06,0.07,,836.6395303888974,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 6.494433269675513e-16}"
0.43,0.06,0.08,,838.2541794726613,{'LIQUID#1': 1.0000000000000002}
0.43,0.06,0.09,,853.2286563356098,"{'DIAMOND_A4#1': 3.963091279187385e-15, 'LIQUID#1': 1.0000000000000002}"
0.43,0.07,0.01,,796.0013754518428,"{'FCC_A1#1': 7.5819566555794e-16, 'LIQUID#1': 1.0}"
0.43,0.07,0.02,,812.3247643679179,{'LIQUID#1': 0.9999999999999999}
0.43,0.07,0.03,,830.5506573408512,{'LIQUID#1': 1.0000000000000002}
0.43,0.07,0.04,,841.9677069341957,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.316226989943847e-16}"
0.43,0.07,0.05,,849.538703141204,{'LIQUID#1': 0.9999999999999999}
0.43,0.07,0.06,,854.6332061164887,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.97851271040282e-16}"
0.43,0.07,0.07,,858.0016884545303,{'LIQUID#1': 1.0000000000000002}
0.43,0.07,0.08,,860.1010871231098,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.5416537363097176e-14}"
0.43,0.07,0.09,,861.2303602435121,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 6.69958819691169e-15}"
0.43,0.08,0.01,,792.311060843969,"{'FCC_A1#1': 1.053817043242482e-15, 'LIQUID#1': 1.0}"
0.43,0.08,0.02,,827.5976570528585,{'LIQUID#1': 1.0}
0.43,0.08,0.03,,846.7870053614696,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.063838206270977e-16}"
0.43,0.08,0.04,,858.9716293518393,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.365883784566596e-16}"
0.43,0.08,0.05,,867.1926241683227,"{'LIQUID#1': 1.0, 'MG2SI#1': 7.61015094949301e-17}"
0.43,0.08,0.06,,872.8567394439976,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.958334033995291e-15}"
0.43,0.08,0.07,,876.7354415146859,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.2643004951095676e-15}"
0.43,0.08,0.08,,879.2988997635674,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.470219851482447e-15}"
0.43,0.08,0.09,,880.8550879502459,{'LIQUID#1': 1.0}
0.43,0.09,0.01,,804.3144959905715,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.1204566291034937e-16}"
0.43,0.09,0.02,,840.9424665620752,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.479956301213147e-16}"
