AT,C,Mn,Cu,Si,Ni,Cr,Mo,V,Al,W,N,Co,t,T
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,323.90615,653.62401
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,285.39466,656.59991
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,256.97833,659.57581
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,226.42436,662.9485
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,200.95145,666.71798
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,182.25654,670.09067
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,164.10952,673.26497
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,148.8421,677.43124
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,134.99503,681.99429
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,122.43618,687.35092
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,112.25708,693.89791
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,108.26974,701.43686
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,9736.81395,582.99588
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,8610.21889,585.3766
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,7531.81271,588.15411
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,6708.69684,590.73323
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,5784.16693,592.91556
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,5023.25013,596.28825
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,4378.23891,598.66898
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,3843.75274,600.65291
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,3374.51552,603.82721
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,2898.96795,606.00954
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,2600.8985,608.19187
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,2316.65871,611.16777
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,2048.61043,613.15171
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1798.52039,616.12761
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1584.68162,619.10352
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1386.20461,622.27782
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1195.17085,624.06336
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1060.71321,627.23766
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,85893.12962,541.53162
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,75135.2519,544.11073
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,65724.7687,547.28503
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,56667.19528,549.26897
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,49929.63275,551.84808
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,44152.53998,554.6256
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,38205.77476,557.6015
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,33299.95631,560.18062
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,29234.76791,562.75973
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,25758.84016,565.14046
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,22128.82165,567.71957
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,19079.23425,570.69548
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,16629.3622,573.0762
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,14812.01856,575.85371
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,13241.08488,577.83765
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,11836.76135,580.01998
1100,0.07,0.21,0.0,0.3,0.09,12.3,0.0,0.0,0.0,0.0,0.0,0.0,10391.7545,581.80552
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,99.72598,648.29338
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,91.88827,652.30026
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,83.56495,656.125
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,75.99556,660.49613
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,69.33846,664.68514
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,62.64615,669.60267
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,57.15844,674.15593
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,52.15144,679.25559
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,47.58306,683.62673
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,43.70007,688.72639
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,40.53011,692.91539
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,37.34475,698.37931
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,32.44043,709.48928
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,30.58383,715.86385
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,30.1859,723.14908
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,455.79057,600.6297
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,411.05354,604.77216
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,375.6823,607.29366
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,337.68087,610.35547
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,304.53662,613.41729
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,270.10708,616.65922
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,240.36971,619.90114
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,220.41919,623.50328
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,195.49959,627.46564
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,174.55687,630.70756
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,157.42366,634.3097
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,141.97212,637.55163
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,129.32368,640.79355
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,115.85545,644.5758
982,0.09,0.44,0.0,0.29,0.0,12.66,0.0,0.0,0.0,0.0,0.0,0.0,106.23953,648.35805
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,992.38047,616.54888
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,908.85838,619.73405
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,815.64842,622.5445
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,724.60973,625.91703
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,650.29579,629.47693
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,583.60328,632.6621
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,520.22046,636.03463
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,468.44946,639.78189
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,420.4066,642.96707
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,377.29088,646.3396
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,336.31482,649.8995
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,268.13528,657.01929
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,241.45115,661.32864
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,219.63938,664.32645
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,196.44838,667.51162
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,175.1129,671.25888
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,159.83343,675.00614
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,144.41473,679.69021
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,133.60881,685.12374
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,127.43114,691.86881
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,9922.35314,555.46854
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,8918.19691,559.40317
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,8071.02995,561.65152
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,7204.46627,564.46197
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,6497.68946,566.89769
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,5780.12251,569.70813
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,5177.31583,572.51858
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,4637.37562,575.70375
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,4040.93434,578.70156
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,3607.07063,581.69936
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,3230.89067,585.25926
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,2874.08993,587.88234
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,2556.69219,590.50543
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,2290.05578,594.25269
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,2037.15536,597.25049
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,1805.95732,599.68621
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,1595.49721,603.05875
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,1429.10344,606.99337
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,1280.06281,610.17854
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,1146.56557,612.61426
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,58432.507,514.99814
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,52051.1724,517.99594
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,46204.53168,520.43166
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,41448.0829,523.42947
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,36663.72317,526.23992
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,32659.72784,528.67563
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,28688.03483,531.86081
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,25555.05358,534.48389
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,22605.22911,537.66906
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,19579.85148,540.66687
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,17380.54738,543.28995
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,15536.79322,546.28776
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,13840.04116,548.34875
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,12502.62301,551.34656
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,11137.22856,553.78228
980,0.1,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,10310.84986,556.40536
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,991.2606,607.82698
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,917.0515,611.73117
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,831.34971,615.63536
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,753.65706,620.09729
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,683.22507,624.93106
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,627.81409,629.02116
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,574.94858,633.11127
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,522.98393,638.13095
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,477.32808,643.33654
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,441.5937,648.1703
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,400.32516,653.37589
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,371.61059,658.58148
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,340.31887,664.15889
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,9822.16389,521.93474
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,8818.44345,525.46711
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,7917.29254,529.3713
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,7225.27978,532.71775
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,6593.75255,536.0642
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,5900.63511,540.34022
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,5263.15584,544.43033
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,4709.90713,548.14861
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,4256.32115,551.86689
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,3808.90818,555.39925
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,3430.86718,559.30344
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,3090.34743,563.02172
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,2792.73259,567.29774
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,2499.16809,571.38785
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,2280.72773,575.29204
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,2034.3277,579.01032
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,1814.54768,583.28634
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,1645.16353,587.00462
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,1496.47135,591.28064
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,1365.67193,595.18483
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,1222.11619,599.83268
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,1111.65962,603.92278
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,1027.83732,606.89741
1000,0.11,0.49,0.0,0.45,0.13,12.0,0.02,0.02,0.0,0.0,0.0,0.0,92086.90676,448.31283
