x,y
0.03776077342831752,0.09774634398662285
0.03206517703273315,0.1290481177708751
0.029154642131921205,0.16156621538918503
0.096957333920583,0.18232822306610896
0.09310350787793739,0.21845688196025292
0.09280326794205687,0.2991785332927036
0.18358327721172482,0.3923246125048332
0.18585524209965656,0.2814906240637507
0.18879266415890564,0.24174372184850468
0.3095160055413153,0.28441108160636663
0.3111785281713403,0.3374299973624977
0.30417218280194924,0.4711359952473745
0.4591161550851298,0.5633423042550848
0.45979729643220213,0.3802125877993755
0.4600034313135529,0.3247917525562005
0.6151535384780844,0.3615772263207355
0.6158548451939845,0.4230259064173244
0.6123034996837559,0.6278305135959398
0.9197828029734638,0.7098235434202002
0.926226758612213,0.4773200416878989
0.9283149945841582,0.41588288465921164
1.528700761290686,0.49788103584698395
1.5247886797380934,0.5496721047011557
1.5246699281216631,0.8315993250042892
