          12
           1           9   4.2238032542128365E-003
           1          10   1.3785367150074572E-002
           1          11   1.3871116565149152E-002
           1          12   9.3918071269922434E-003
           1          13   1.2061209033049049E-002
           1          14   2.3923963379287844E-002
           1          15   4.2012623118605451E-002
           1          16   6.3348661061076575E-002
           1          17   7.6907126730833983E-002
           1          18   7.2215807937639070E-002
           1          23  0.10285148980173003     
           1          24  0.56540702484137073     
          14
           2           9   2.5883368232566276E-002
           2          10   3.2553383463521893E-002
           2          11   2.4848025429812313E-002
           2          12   1.3871117104101655E-002
           2          13   2.3923964308836820E-002
           2          14   4.4459297865679585E-002
           2          15   7.1532710747812894E-002
           2          16   9.4700467803117888E-002
           2          17   9.7249772403501328E-002
           2          18   7.6907129719008066E-002
           2          21   3.0200120973229373E-002
           2          22  0.10693435155987813     
           2          23  0.25408479659097860     
           2          24  0.10285149379795369     
          16
           3           8   3.0200119328930648E-002
           3           9   6.4530685910526686E-002
           3          10   5.5382817450114939E-002
           3          11   3.2553381691096277E-002
           3          12   1.3785366935127014E-002
           3          13   4.2012622463526016E-002
           3          14   7.1532706853089545E-002
           3          15  0.10119234484967941     
           3          16  0.11205522043719986     
           3          17   9.4700462646984854E-002
           3          18   6.3348660073316451E-002
           3          19   4.2238031883525436E-003
           3          20   2.5883366823300960E-002
           3          21   6.4530685910526742E-002
           3          22  0.11713340970057928     
           3          23  0.10693434573764918     
          16
           4           8  0.10693434573764922     
           4           9  0.11713340970057910     
           4          10   6.4530685910526062E-002
           4          11   2.5883366823301002E-002
           4          12   4.2238031883533814E-003
           4          13   6.3348660073315785E-002
           4          14   9.4700462646984965E-002
           4          15  0.11205522043719916     
           4          16  0.10119234484968011     
           4          17   7.1532706853089531E-002
           4          18   4.2012622463525086E-002
           4          19   1.3785366935127465E-002
           4          20   3.2553381691096249E-002
           4          21   5.5382817450115564E-002
           4          22   6.4530685910526853E-002
           4          23   3.0200119328930693E-002
          14
           5           7  0.10285149379795365     
           5           8  0.25408479659097899     
           5           9  0.10693435155987832     
           5          10   3.0200120973229130E-002
           5          13   7.6907129719007233E-002
           5          14   9.7249772403501661E-002
           5          15   9.4700467803117513E-002
           5          16   7.1532710747813560E-002
           5          17   4.4459297865679676E-002
           5          18   2.3923964308837243E-002
           5          19   1.3871117104100883E-002
           5          20   2.4848025429812345E-002
           5          21   3.2553383463522337E-002
           5          22   2.5883368232566401E-002
          12
           6           7  0.56540702484137106     
           6           8  0.10285148980173010     
           6          13   7.2215807937638599E-002
           6          14   7.6907126730834177E-002
           6          15   6.3348661061076658E-002
           6          16   4.2012623118604951E-002
           6          17   2.3923963379288701E-002
           6          18   1.2061209033048638E-002
           6          19   9.3918071269922746E-003
           6          20   1.3871116565148322E-002
           6          21   1.3785367150075167E-002
           6          22   4.2238032542120081E-003
          12
           7           5  0.10285148980172978     
           7           6  0.56540702484136884     
           7          15   4.2238032542128061E-003
           7          16   1.3785367150075549E-002
           7          17   1.3871116565148679E-002
           7          18   9.3918071269930535E-003
           7          19   1.2061209033048602E-002
           7          20   2.3923963379288250E-002
           7          21   4.2012623118604847E-002
           7          22   6.3348661061077449E-002
           7          23   7.6907126730834788E-002
           7          24   7.2215807937639112E-002
          14
           8           3   3.0200120973229334E-002
           8           4  0.10693435155987825     
           8           5  0.25408479659097899     
           8           6  0.10285149379795357     
           8          15   2.5883368232566144E-002
           8          16   3.2553383463522267E-002
           8          17   2.4848025429812268E-002
           8          18   1.3871117104101280E-002
           8          19   2.3923964308837614E-002
           8          20   4.4459297865679662E-002
           8          21   7.1532710747813449E-002
           8          22   9.4700467803118152E-002
           8          23   9.7249772403500967E-002
           8          24   7.6907129719007025E-002
          16
           9           1   4.2238031883533840E-003
           9           2   2.5883366823300766E-002
           9           3   6.4530685910526533E-002
           9           4  0.11713340970057909     
           9           5  0.10693434573764928     
           9          14   3.0200119328930825E-002
           9          15   6.4530685910526256E-002
           9          16   5.5382817450115487E-002
           9          17   3.2553381691096166E-002
           9          18   1.3785366935127875E-002
           9          19   4.2012622463525030E-002
           9          20   7.1532706853089545E-002
           9          21  0.10119234484968002     
           9          22  0.11205522043719997     
           9          23   9.4700462646984340E-002
           9          24   6.3348660073315646E-002
          16
          10           1   1.3785366935126999E-002
          10           2   3.2553381691095937E-002
          10           3   5.5382817450115286E-002
          10           4   6.4530685910526603E-002
          10           5   3.0200119328930623E-002
          10          14  0.10693434573764962     
          10          15  0.11713340970057805     
          10          16   6.4530685910526561E-002
          10          17   2.5883366823300856E-002
          10          18   4.2238031883533788E-003
          10          19   6.3348660073315841E-002
          10          20   9.4700462646984784E-002
          10          21  0.11205522043719962     
          10          22  0.10119234484967998     
          10          23   7.1532706853088962E-002
          10          24   4.2012622463525891E-002
          14
          11           1   1.3871117104101691E-002
          11           2   2.4848025429812140E-002
          11           3   3.2553383463522205E-002
          11           4   2.5883368232566335E-002
          11          13  0.10285149379795391     
          11          14  0.25408479659098032     
          11          15  0.10693435155987749     
          11          16   3.0200120973229400E-002
          11          19   7.6907129719006886E-002
          11          20   9.7249772403501591E-002
          11          21   9.4700467803118013E-002
          11          22   7.1532710747813560E-002
          11          23   4.4459297865679391E-002
          11          24   2.3923964308836827E-002
          12
          12           1   9.3918071269922434E-003
          12           2   1.3871116565149019E-002
          12           3   1.3785367150074671E-002
          12           4   4.2238032542128356E-003
          12          13  0.56540702484137040     
          12          14  0.10285148980173045     
          12          19   7.2215807937638168E-002
          12          20   7.6907126730833983E-002
          12          21   6.3348661061076492E-002
          12          22   4.2012623118605735E-002
          12          23   2.3923963379287681E-002
          12          24   1.2061209033049020E-002
          12
          13           1   1.2061209033049034E-002
          13           2   2.3923963379287747E-002
          13           3   4.2012623118605721E-002
          13           4   6.3348661061076728E-002
          13           5   7.6907126730833802E-002
