X,Y,Z,phase_id,diameter,density,U,V,W
-0.0235661,-0.824077,0.223048,1,0.00861807,2500,0,0,0
-0.0255332,-0.816721,0.205447,1,0.0110434,2500,0,0,0
-0.0158449,-0.828533,0.217571,1,0.0104171,2500,0,0,0
-0.00740077,-0.823443,0.219903,1,0.00988088,2500,0,0,0
0.0031613,-0.817331,0.204363,1,0.0105477,2500,0,0,0
0.00858698,-0.821606,0.213275,1,0.0113028,2500,0,0,0
0.0193076,-0.822623,0.224594,1,0.00835321,2500,0,0,0
0.028379,-0.819236,0.225314,1,0.0110743,2500,0,0,0
0.0367054,-0.808647,0.220541,1,0.0114732,2500,0,0,0
0.0491623,-0.801192,0.232446,1,0.00911804,2500,0,0,0
0.0553406,-0.799114,0.238349,1,0.00848782,2500,0,0,0
0.0645335,-0.801441,0.220286,1,0.0100468,2500,0,0,0
-0.0375607,-0.809408,0.232855,1,0.0103572,2500,0,0,0
-0.0314067,-0.816917,0.227758,1,0.00967453,2500,0,0,0
-0.0278986,-0.803869,0.209351,1,0.0107455,2500,0,0,0
-0.0260694,-0.818171,0.216043,1,0.010409,2500,0,0,0
-0.0152569,-0.822008,0.224811,1,0.00887663,2500,0,0,0
-0.0142771,-0.818775,0.213535,1,0.0109554,2500,0,0,0
0.001871,-0.819236,0.221741,1,0.010831,2500,0,0,0
0.0109227,-0.819752,0.226475,1,0.00957683,2500,0,0,0
0.0285035,-0.811716,0.232937,1,0.0103453,2500,0,0,0
0.0382822,-0.812143,0.230468,1,0.00986597,2500,0,0,0
0.0476413,-0.810353,0.23024,1,0.00920698,2500,0,0,0
-0.0520547,-0.808684,-0.230419,1,0.0096536,2500,0,0,0
-0.0214308,-0.806357,-0.20405,1,0.0102642,2500,0,0,0
-0.0205671,-0.813207,-0.219206,1,0.0112139,2500,0,0,0
-0.0180475,-0.816509,-0.22989,1,0.00909907,2500,0,0,0
-0.00744347,-0.811082,-0.209822,1,0.0106508,2500,0,0,0
-0.000510282,-0.814155,-0.218142,1,0.0118688,2500,0,0,0
0.0108985,-0.810244,-0.204597,1,0.0123973,2500,0,0,0
0.0206233,-0.813392,-0.232349,1,0.00985167,2500,0,0,0
0.0338402,-0.8032,-0.214003,1,0.0102037,2500,0,0,0
-0.0672876,-0.803285,-0.232315,1,0.00886908,2500,0,0,0
-0.056605,-0.801391,-0.22659,1,0.00886298,2500,0,0,0
-0.0447091,-0.800575,-0.209273,1,0.01172,2500,0,0,0
-0.0396107,-0.799709,-0.198037,1,0.0130267,2500,0,0,0
-0.0433067,-0.811772,-0.230189,1,0.00891155,2500,0,0,0
-0.0266007,-0.812525,-0.232526,1,0.0105052,2500,0,0,0
-0.0259496,-0.820216,-0.22544,1,0.0104588,2500,0,0,0
-0.010861,-0.820442,-0.226459,1,0.00867512,2500,0,0,0
-0.00104559,-0.821732,-0.225137,1,0.00878979,2500,0,0,0
0.0101354,-0.818399,-0.213747,1,0.0102499,2500,0,0,0
0.0116494,-0.814642,-0.232242,1,0.00827736,2500,0,0,0
0.0287936,-0.796445,-0.199756,1,0.0106227,2500,0,0,0
0.0322392,-0.810516,-0.206949,1,0.0103605,2500,0,0,0
0.0403949,-0.795278,-0.212374,1,0.0103402,2500,0,0,0
0.065028,-0.798015,-0.236161,1,0.0102216,2500,0,0,0
0.0596781,-0.794689,-0.216729,1,0.0110222,2500,0,0,0
0.0707375,-0.803758,-0.230759,1,0.00918389,2500,0,0,0
-0.0964192,-0.807392,-0.216642,1,0.00861635,2500,0,0,0
-0.0833857,-0.804362,-0.225921,1,0.00882503,2500,0,0,0
-0.0665483,-0.799629,-0.21296,1,0.0110821,2500,0,0,0
-0.0652636,-0.803402,-0.222908,1,0.0103955,2500,0,0,0
-0.0477612,-0.807347,-0.20006,1,0.00970364,2500,0,0,0
-0.0517824,-0.807535,-0.213593,1,0.00993402,2500,0,0,0
-0.0365321,-0.816598,-0.203779,1,0.00979393,2500,0,0,0
-0.0273393,-0.814095,-0.203244,1,0.00931522,2500,0,0,0
-0.0192988,-0.808577,-0.189313,1,0.0104171,2500,0,0,0
-0.00638013,-0.827424,-0.192434,1,0.0101294,2500,0,0,0
0.00320671,-0.824604,-0.199634,1,0.00943486,2500,0,0,0
0.00832237,-0.833977,-0.213271,1,0.00911123,2500,0,0,0
0.0132975,-0.827308,-0.208731,1,0.00985247,2500,0,0,0
0.026124,-0.818749,-0.208197,1,0.0102772,2500,0,0,0
0.0369904,-0.820153,-0.209913,1,0.0119335,2500,0,0,0
0.0478886,-0.81507,-0.225416,1,0.00960191,2500,0,0,0
0.0466689,-0.799731,-0.190606,1,0.00910396,2500,0,0,0
0.0527511,-0.803343,-0.218821,1,0.00982973,2500,0,0,0
0.0619733,-0.806791,-0.229872,1,0.00946463,2500,0,0,0
0.0656891,-0.802784,-0.220127,1,0.0102636,2500,0,0,0
0.0646356,-0.810325,-0.213243,1,0.0102667,2500,0,0,0
0.0862135,-0.805274,-0.222521,1,0.0102963,2500,0,0,0
-0.101891,-0.802301,-0.211476,1,0.00957493,2500,0,0,0
-0.0821402,-0.810557,-0.207139,1,0.0104972,2500,0,0,0
-0.0810104,-0.809775,-0.21839,1,0.0101447,2500,0,0,0
-0.0712699,-0.812925,-0.208295,1,0.0118819,2500,0,0,0
-0.0625668,-0.820943,-0.216192,1,0.00954801,2500,0,0,0
-0.0576566,-0.810717,-0.205662,1,0.0108129,2500,0,0,0
-0.0465082,-0.813225,-0.207623,1,0.0096545,2500,0,0,0
-0.038259,-0.819491,-0.213074,1,0.0100105,2500,0,0,0
-0.0244614,-0.81773,-0.189446,1,0.010645,2500,0,0,0
-0.0204452,-0.826213,-0.186028,1,0.00935966,2500,0,0,0
-0.0129322,-0.829856,-0.204332,1,0.0108015,2500,0,0,0
-0.00478206,-0.818381,-0.185539,1,0.0102497,2500,0,0,0
0.00276096,-0.822697,-0.190322,1,0.00961476,2500,0,0,0
0.00875675,-0.83388,-0.200603,1,0.0113354,2500,0,0,0
0.0118146,-0.825281,-0.194649,1,0.0105116,2500,0,0,0
0.0284198,-0.833468,-0.213751,1,0.00823463,2500,0,0,0
0.0319092,-0.82616,-0.197218,1,0.00968024,2500,0,0,0
0.0331495,-0.821003,-0.188741,1,0.0103308,2500,0,0,0
0.0525581,-0.828842,-0.194169,1,0.0110183,2500,0,0,0
0.0480128,-0.818928,-0.18603,1,0.0115707,2500,0,0,0
0.0549861,-0.803099,-0.186755,1,0.00937299,2500,0,0,0
0.0687792,-0.815666,-0.205217,1,0.0107053,2500,0,0,0
0.0817855,-0.812799,-0.218665,1,0.00880319,2500,0,0,0
0.0845494,-0.806063,-0.210553,1,0.0112585,2500,0,0,0
0.10366,-0.800496,-0.21894,1,0.00953143,2500,0,0,0
0.109961,-0.803827,-0.212788,1,0.00926018,2500,0,0,0
-0.124754,-0.803364,-0.206615,1,0.00818015,2500,0,0,0
-0.109903,-0.80634,-0.211076,1,0.00841465,2500,0,0,0
-0.0942411,-0.817903,-0.206947,1,0.00966456,2500,0,0,0
-0.0796075,-0.818433,-0.213668,1,0.00978874,2500,0,0,0
-0.0644907,-0.804919,-0.170378,1,0.00945069,2500,0,0,0
-0.0494151,-0.804658,-0.171174,1,0.0117266,2500,0,0,0
-0.0557137,-0.838725,-0.177519,1,0.00770589,2500,0,0,0
-0.0540546,-0.817341,-0.178428,1,0.00939599,2500,0,0,0
-0.0457849,-0.815669,-0.173262,1,0.010395,2500,0,0,0
-0.0407284,-0.838984,-0.17342,1,0.00987749,2500,0,0,0
-0.0346299,-0.826844,-0.187796,1,0.0099821,2500,0,0,0
-0.0184034,-0.830891,-0.194899,1,0.0111528,2500,0,0,0
-0.0068065,-0.835622,-0.173937,1,0.011355,2500,0,0,0
0.0025416,-0.833358,-0.190336,1,0.011738,2500,0,0,0
0.00716987,-0.839163,-0.172567,1,0.00922931,2500,0,0,0
0.0135679,-0.844027,-0.178256,1,0.0105152,2500,0,0,0
0.0254024,-0.839011,-0.189932,1,0.00977433,2500,0,0,0
0.0274861,-0.827226,-0.182318,1,0.0108523,2500,0,0,0
0.0378523,-0.820715,-0.16689,1,0.0107018,2500,0,0,0
0.0459882,-0.836152,-0.196088,1,0.00903429,2500,0,0,0
0.0453908,-0.827329,-0.181026,1,0.00864474,2500,0,0,0
0.053188,-0.827357,-0.184556,1,0.00848485,2500,0,0,0
0.064584,-0.825129,-0.199219,1,0.0114051,2500,0,0,0
0.0636219,-0.813315,-0.177164,1,0.0101157,2500,0,0,0
0.0728717,-0.811378,-0.195995,1,0.0112319,2500,0,0,0
0.0827628,-0.81585,-0.194578,1,0.0106816,2500,0,0,0
0.102689,-0.809505,-0.210727,1,0.00965442,2500,0,0,0
0.109125,-0.812829,-0.203791,1,0.0104078,2500,0,0,0
-0.125448,-0.81683,-0.191849,1,0.0104243,2500,0,0,0
-0.117718,-0.808394,-0.204164,1,0.00980685,2500,0,0,0
-0.0998451,-0.816119,-0.181817,1,0.00986266,2500,0,0,0
-0.0956944,-0.816337,-0.193469,1,0.0111493,2500,0,0,0
-0.0819157,-0.825349,-0.198955,1,0.0109427,2500,0,0,0
-0.0674983,-0.816602,-0.171491,1,0.0105571,2500,0,0,0
-0.0565121,-0.805267,-0.163252,1,0.00959722,2500,0,0,0
-0.0611625,-0.824694,-0.17428,1,0.010779,2500,0,0,0
-0.0504717,-0.825163,-0.17317,1,0.0107882,2500,0,0,0
-0.0407269,-0.821538,-0.180031,1,0.0101947,2500,0,0,0
-0.0483906,-0.834292,-0.176966,1,0.00946535,2500,0,0,0
-0.0325066,-0.834699,-0.170813,1,0.00893072,2500,0,0,0
-0.0243047,-0.831893,-0.167353,1,0.00965899,2500,0,0,0
-0.0150898,-0.842066,-0.176785,1,0.00924601,2500,0,0,0
-0.00286417,-0.843029,-0.188419,1,0.00930025,2500,0,0,0
0.00111782,-0.844019,-0.160901,1,0.00954549,2500,0,0,0
-0.000309947,-0.844992,-0.170597,1,0.0101752,2500,0,0,0
0.021774,-0.841571,-0.168933,1,0.00928639,2500,0,0,0
0.0239218,-0.847519,-0.177168,1,0.0115004,2500,0,0,0
0.0321756,-0.843196,-0.183364,1,0.0109029,2500,0,0,0
0.0440319,-0.833264,-0.171533,1,0.0102682,2500,0,0,0
0.0442798,-0.842596,-0.177087,1,0.0114569,2500,0,0,0
0.0545256,-0.842481,-0.175481,1,0.00928833,2500,0,0,0
0.05899,-0.821816,-0.179917,1,0.0100333,2500,0,0,0
0.0810321,-0.830909,-0.201335,1,0.0094777,2500,0,0,0
0.0791374,-0.818059,-0.18397,1,0.0120563,2500,0,0,0
0.0874375,-0.828712,-0.188538,1,0.00912112,2500,0,0,0
0.0922275,-0.818807,-0.197849,1,0.00930529,2500,0,0,0
0.0991444,-0.813804,-0.176088,1,0.0106622,2500,0,0,0
0.118666,-0.810282,-0.187683,1,0.0114737,2500,0,0,0
0.127021,-0.814864,-0.193636,1,0.00941776,2500,0,0,0
0.128362,-0.81023,-0.182282,1,0.0107402,2500,0,0,0
-0.142905,-0.803654,-0.178792,1,0.0110869,2500,0,0,0
-0.127268,-0.808804,-0.185219,1,0.0107778,2500,0,0,0
-0.10584,-0.820213,-0.188291,1,0.00936658,2500,0,0,0
-0.109801,-0.828233,-0.189952,1,0.00883365,2500,0,0,0
-0.10151,-0.826966,-0.194353,1,0.0101157,2500,0,0,0
-0.0916202,-0.825619,-0.191283,1,0.00963136,2500,0,0,0
-0.0812718,-0.813486,-0.166138,1,0.00999973,2500,0,0,0
-0.0696949,-0.828978,-0.171304,1,0.00923559,2500,0,0,0
-0.056112,-0.833311,-0.171752,1,0.00813582,2500,0,0,0
-0.0679429,-0.837897,-0.166819,1,0.0110348,2500,0,0,0
-0.0462793,-0.832646,-0.168689,1,0.0079352,2500,0,0,0
-0.0508736,-0.840891,-0.169223,1,0.0109749,2500,0,0,0
-0.0439208,-0.848528,-0.172781,1,0.00811297,2500,0,0,0
-0.0295862,-0.843785,-0.192806,1,0.00855528,2500,0,0,0
-0.0201708,-0.847079,-0.165368,1,0.0107976,2500,0,0,0
-0.0149732,-0.851577,-0.173681,1,0.0107864,2500,0,0,0
-0.00651146,-0.847088,-0.178966,1,0.0111132,2500,0,0,0
0.00926006,-0.857004,-0.183577,1,0.00981019,2500,0,0,0
0.00873419,-0.851436,-0.171246,1,0.00990728,2500,0,0,0
0.0106829,-0.845096,-0.15916,1,0.0100354,2500,0,0,0
0.0228106,-0.841913,-0.150167,1,0.00882633,2500,0,0,0
0.0321695,-0.84711,-0.159007,1,0.00937422,2500,0,0,0
0.0399601,-0.845631,-0.167443,1,0.0105423,2500,0,0,0
0.0503313,-0.844868,-0.166969,1,0.0103204,2500,0,0,0
0.0629339,-0.851187,-0.17181,1,0.00939947,2500,0,0,0
0.0686373,-0.834185,-0.168822,1,0.0114728,2500,0,0,0
0.0740072,-0.825293,-0.166827,1,0.00972793,2500,0,0,0
0.0754901,-0.827242,-0.175895,1,0.00908819,2500,0,0,0
0.0940631,-0.833958,-0.192085,1,0.00925949,2500,0,0,0
0.0948327,-0.823593,-0.171789,1,0.0109539,2500,0,0,0
0.102636,-0.820815,-0.1837,1,0.0111845,2500,0,0,0
0.119104,-0.820398,-0.191686,1,0.0103244,2500,0,0,0
0.118756,-0.809444,-0.175626,1,0.012709,2500,0,0,0
0.134383,-0.818333,-0.177316,1,0.0101965,2500,0,0,0
0.138746,-0.807349,-0.180765,1,0.0103789,2500,0,0,0
-0.143027,-0.822446,-0.174114,1,0.00818347,2500,0,0,0
-0.128889,-0.823158,-0.184393,1,0.00997545,2500,0,0,0
-0.115025,-0.814238,-0.154666,1,0.00989823,2500,0,0,0
-0.0966496,-0.802226,-0.159762,1,0.00975926,2500,0,0,0
-0.105985,-0.831929,-0.177495,1,0.00949544,2500,0,0,0
-0.0982594,-0.82227,-0.161567,1,0.010404,2500,0,0,0
-0.0868457,-0.826568,-0.177058,1,0.0082684,2500,0,0,0
-0.0704014,-0.836628,-0.183699,1,0.0087817,2500,0,0,0
-0.0733443,-0.839309,-0.175453,1,0.0095487,2500,0,0,0
-0.0486405,-0.819376,-0.145444,1,0.0108928,2500,0,0,0
-0.0603102,-0.82997,-0.155431,1,0.00978699,2500,0,0,0
-0.0489106,-0.833271,-0.159046,1,0.0116304,2500,0,0,0
-0.0329567,-0.844461,-0.168161,1,0.0113268,2500,0,0,0
-0.0284083,-0.854038,-0.167325,1,0.0099636,2500,0,0,0
-0.0247179,-0.855077,-0.157318,1,0.0114857,2500,0,0,0
-0.0160828,-0.866904,-0.17118,1,0.00937977,2500,0,0,0
-0.00799103,-0.846782,-0.15971,1,0.00965364,2500,0,0,0
0.00100607,-0.853587,-0.164571,1,0.0110057,2500,0,0,0
0.00486853,-0.847419,-0.150088,1,0.00964778,2500,0,0,0
0.0124388,-0.853226,-0.153502,1,0.0100947,2500,0,0,0
0.0212214,-0.855681,-0.159682,1,0.0100741,2500,0,0,0
0.0315599,-0.838502,-0.153506,1,0.0111105,2500,0,0,0
0.0378031,-0.85771,-0.169423,1,0.0104658,2500,0,0,0
0.0466141,-0.854212,-0.165602,1,0.00999974,2500,0,0,0
0.057047,-0.852102,-0.164533,1,0.00941124,2500,0,0,0
0.0661701,-0.847758,-0.162671,1,0.0111475,2500,0,0,0
0.0629661,-0.836162,-0.159647,1,0.0105077,2500,0,0,0
0.079463,-0.833282,-0.16945,1,0.0103226,2500,0,0,0
0.0803506,-0.844175,-0.179066,1,0.0105029,2500,0,0,0
0.094156,-0.834728,-0.157236,1,0.0105236,2500,0,0,0
0.103965,-0.836641,-0.1593,1,0.0099102,2500,0,0,0
0.101208,-0.826768,-0.162892,1,0.011845,2500,0,0,0
0.109155,-0.820271,-0.16407,1,0.00882025,2500,0,0,0
0.124057,-0.819619,-0.177772,1,0.0106785,2500,0,0,0
0.141571,-0.812955,-0.171858,1,0.00964371,2500,0,0,0
0.141128,-0.816079,-0.183329,1,0.00844416,2500,0,0,0
-0.159294,-0.81786,-0.163682,1,0.00819248,2500,0,0,0
-0.145945,-0.806868,-0.167772,1,0.0104563,2500,0,0,0
-0.135152,-0.811269,-0.179019,1,0.00961979,2500,0,0,0
-0.123951,-0.817309,-0.154349,1,0.0088104,2500,0,0,0
-0.11943,-0.825776,-0.154379,1,0.0104166,2500,0,0,0
-0.0951677,-0.817123,-0.147989,1,0.00885804,2500,0,0,0
-0.102542,-0.821332,-0.169897,1,0.00842887,2500,0,0,0
-0.0923585,-0.841468,-0.156704,1,0.00711327,2500,0,0,0
-0.0797779,-0.831817,-0.161436,1,0.00931112,2500,0,0,0
-0.0877263,-0.836409,-0.1744,1,0.0100539,2500,0,0,0
-0.0778092,-0.840952,-0.164291,1,0.0102701,2500,0,0,0
-0.0699922,-0.848434,-0.165114,1,0.0105219,2500,0,0,0
-0.058705,-0.838984,-0.160646,1,0.0113057,2500,0,0,0
-0.0428807,-0.845415,-0.164545,1,0.00964298,2500,0,0,0
-0.0354958,-0.863821,-0.172861,1,0.0102923,2500,0,0,0
-0.030375,-0.85245,-0.148296,1,0.00990654,2500,0,0,0
-0.0224964,-0.864846,-0.160999,1,0.00994033,2500,0,0,0
-0.012577,-0.854498,-0.143251,1,0.00927737,2500,0,0,0
-0.010696,-0.843742,-0.138712,1,0.0113637,2500,0,0,0
-0.00541211,-0.859293,-0.158819,1,0.0097,2500,0,0,0
0.007311,-0.866894,-0.15906,1,0.00959624,2500,0,0,0
0.0196545,-0.863791,-0.166664,1,0.0101065,2500,0,0,0
0.0276601,-0.850753,-0.142057,1,0.00937111,2500,0,0,0
0.0334867,-0.864633,-0.176027,1,0.0105816,2500,0,0,0
0.0397134,-0.851553,-0.154382,1,0.0104451,2500,0,0,0
0.0507854,-0.850969,-0.156263,1,0.0114764,2500,0,0,0
0.0544831,-0.849945,-0.146246,1,0.00999517,2500,0,0,0
0.0754414,-0.859454,-0.169161,1,0.00986348,2500,0,0,0
0.0698458,-0.837902,-0.143628,1,0.0114483,2500,0,0,0
0.0818232,-0.845599,-0.15902,1,0.00899107,2500,0,0,0
0.0919025,-0.831466,-0.14587,1,0.0119454,2500,0,0,0
0.101051,-0.836323,-0.149697,1,0.0101974,2500,0,0,0
0.10547,-0.828209,-0.145619,1,0.0100346,2500,0,0,0
0.114628,-0.824674,-0.158519,1,0.00908693,2500,0,0,0
0.119369,-0.818227,-0.162414,1,0.00871632,2500,0,0,0
0.137006,-0.826891,-0.174362,1,0.0083265,2500,0,0,0
0.148529,-0.81548,-0.16332,1,0.0102546,2500,0,0,0
0.15729,-0.81935,-0.163086,1,0.00892818,2500,0,0,0
0.156902,-0.811045,-0.168224,1,0.010637,2500,0,0,0
-0.166279,-0.806738,-0.139115,1,0.0109679,2500,0,0,0
-0.158227,-0.811144,-0.155092,1,0.0104349,2500,0,0,0
-0.152885,-0.823144,-0.163088,1,0.00847205,2500,0,0,0
-0.133265,-0.823142,-0.14583,1,0.00696204,2500,0,0,0
-0.138463,-0.821234,-0.160725,1,0.0107472,2500,0,0,0
-0.111766,-0.821697,-0.147677,1,0.0115977,2500,0,0,0
-0.103704,-0.820881,-0.135523,1,0.0106585,2500,0,0,0
-0.101986,-0.838302,-0.153591,1,0.010693,2500,0,0,0
-0.102751,-0.844665,-0.162266,1,0.0109159,2500,0,0,0
-0.0857926,-0.84391,-0.160241,1,0.00859091,2500,0,0,0
-0.0800243,-0.839472,-0.154609,1,0.00981789,2500,0,0,0
-0.0792872,-0.849812,-0.161897,1,0.00836255,2500,0,0,0
-0.0731927,-0.855959,-0.158972,1,0.00993667,2500,0,0,0
-0.0599626,-0.847283,-0.154822,1,0.00914861,2500,0,0,0
-0.0456944,-0.853654,-0.154752,1,0.0107092,2500,0,0,0
-0.0383254,-0.854009,-0.166056,1,0.010045,2500,0,0,0
-0.0355074,-0.855113,-0.156449,1,0.0101912,2500,0,0,0
-0.0222827,-0.870253,-0.150432,1,0.00867068,2500,0,0,0
-0.0179925,-0.862217,-0.152503,1,0.0100297,2500,0,0,0
-0.0113412,-0.859336,-0.135257,1,0.00958286,2500,0,0,0
-0.00461076,-0.852628,-0.138021,1,0.0102221,2500,0,0,0
0.00255403,-0.847877,-0.141437,1,0.00829169,2500,0,0,0
0.00851698,-0.861879,-0.150114,1,0.00977768,2500,0,0,0
0.0254677,-0.859847,-0.141473,1,0.00939238,2500,0,0,0
0.0317912,-0.85599,-0.135058,1,0.00997125,2500,0,0,0
0.0406191,-0.861234,-0.161357,1,0.00801561,2500,0,0,0
0.0467019,-0.852377,-0.140315,1,0.0102166,2500,0,0,0
0.0524147,-0.864398,-0.142957,1,0.0106439,2500,0,0,0
0.059763,-0.855727,-0.141237,1,0.00841037,2500,0,0,0
0.067985,-0.842779,-0.153263,1,0.0104792,2500,0,0,0
0.076972,-0.845653,-0.151545,1,0.00871503,2500,0,0,0
0.085135,-0.852351,-0.153514,1,0.00970155,2500,0,0,0
0.0930269,-0.8534,-0.148388,1,0.00928207,2500,0,0,0
0.108993,-0.842434,-0.152233,1,0.0105375,2500,0,0,0
0.110435,-0.843281,-0.1621,1,0.00951621,2500,0,0,0
0.106913,-0.82889,-0.154743,1,0.00850619,2500,0,0,0
0.113115,-0.82119,-0.148981,1,0.0114472,2500,0,0,0
0.147044,-0.822655,-0.169329,1,0.0087352,2500,0,0,0
0.152355,-0.814389,-0.141764,1,0.00957954,2500,0,0,0
0.14712,-0.809043,-0.155244,1,0.0106219,2500,0,0,0
0.171939,-0.814601,-0.154071,1,0.00934611,2500,0,0,0
-0.172642,-0.815364,-0.151596,1,0.0101691,2500,0,0,0
-0.159683,-0.819724,-0.139562,1,0.00974166,2500,0,0,0
-0.163174,-0.817303,-0.148516,1,0.0101271,2500,0,0,0
-0.138008,-0.83132,-0.153131,1,0.00988524,2500,0,0,0
-0.124744,-0.823471,-0.145688,1,0.0101117,2500,0,0,0
-0.12609,-0.833578,-0.154231,1,0.010184,2500,0,0,0
-0.110203,-0.831668,-0.152288,1,0.0106072,2500,0,0,0
-0.0996198,-0.842275,-0.144778,1,0.00893451,2500,0,0,0
-0.0923588,-0.835389,-0.150399,1,0.0104197,2500,0,0,0
-0.0832532,-0.836825,-0.145199,1,0.0107764,2500,0,0,0
-0.0862893,-0.846697,-0.151109,1,0.0105513,2500,0,0,0
-0.0649543,-0.846536,-0.133338,1,0.00874971,2500,0,0,0
-0.0594635,-0.844609,-0.145325,1,0.0106202,2500,0,0,0
-0.0554109,-0.855056,-0.157311,1,0.00956007,2500,0,0,0
-0.0601257,-0.864339,-0.158238,1,0.00861803,2500,0,0,0
-0.056309,-0.879679,-0.166935,1,0.00912389,2500,0,0,0
-0.0430361,-0.862662,-0.162046,1,0.0109108,2500,0,0,0
-0.0373395,-0.869803,-0.160939,1,0.00752686,2500,0,0,0
-0.0244994,-0.86718,-0.140936,1,0.0102086,2500,0,0,0
-0.0187249,-0.874346,-0.1435,1,0.00893779,2500,0,0,0
-0.00208858,-0.862293,-0.133729,1,0.00998635,2500,0,0,0
0.0104084,-0.878631,-0.148656,1,0.0105013,2500,0,0,0
0.0122525,-0.869862,-0.143669,1,0.0100743,2500,0,0,0
0.0214102,-0.871668,-0.14733,1,0.0100331,2500,0,0,0
0.0291353,-0.877155,-0.14667,1,0.00897628,2500,0,0,0
0.0354827,-0.873141,-0.151332,1,0.00839289,2500,0,0,0
0.0405699,-0.867117,-0.14626,1,0.010205,2500,0,0,0
0.044209,-0.86726,-0.155504,1,0.0097107,2500,0,0,0
0.0536425,-0.858272,-0.133971,1,0.0112623,2500,0,0,0
0.0829192,-0.863129,-0.173244,1,0.00826656,2500,0,0,0
0.0701707,-0.849023,-0.144842,1,0.010987,2500,0,0,0
0.0856912,-0.858165,-0.145115,1,0.00928511,2500,0,0,0
0.0861775,-0.848568,-0.143447,1,0.0102372,2500,0,0,0
0.0940685,-0.847024,-0.135498,1,0.0108683,2500,0,0,0
0.0821182,-0.817895,-0.114584,1,0.0106965,2500,0,0,0
0.108804,-0.837168,-0.143718,1,0.00949803,2500,0,0,0
0.117542,-0.834493,-0.14005,1,0.0102495,2500,0,0,0
0.0916268,-0.807231,-0.108497,1,0.00865671,2500,0,0,0
0.114692,-0.809476,-0.130184,1,0.010306,2500,0,0,0
0.122559,-0.811887,-0.123858,1,0.0104723,2500,0,0,0
0.156339,-0.807153,-0.147773,1,0.0108549,2500,0,0,0
0.165089,-0.802796,-0.142804,1,0.0109286,2500,0,0,0
-0.179921,-0.810231,-0.153007,1,0.00787544,2500,0,0,0
-0.169543,-0.816672,-0.140347,1,0.0101414,2500,0,0,0
-0.149538,-0.821538,-0.138664,1,0.0109654,2500,0,0,0
-0.139354,-0.818949,-0.141083,1,0.0106277,2500,0,0,0
-0.130637,-0.824533,-0.136728,1,0.0106256,2500,0,0,0
-0.113919,-0.818146,-0.11521,1,0.00993088,2500,0,0,0
-0.108739,-0.81932,-0.126969,1,0.00947274,2500,0,0,0
-0.108411,-0.840743,-0.146412,1,0.00922161,2500,0,0,0
-0.0934194,-0.824223,-0.132524,1,0.00821244,2500,0,0,0
-0.0961124,-0.850515,-0.142644,1,0.00852532,2500,0,0,0
-0.0819977,-0.855645,-0.135592,1,0.0121751,2500,0,0,0
-0.0817798,-0.8532,-0.145479,1,0.00820037,2500,0,0,0
-0.0641127,-0.8516,-0.140437,1,0.00883058,2500,0,0,0
-0.0584915,-0.855577,-0.147541,1,0.0110055,2500,0,0,0
-0.0537934,-0.863699,-0.14228,1,0.0105341,2500,0,0,0
-0.0414121,-0.86646,-0.125749,1,0.00956344,2500,0,0,0
-0.0381562,-0.873975,-0.14286,1,0.00877866,2500,0,0,0
-0.0368649,-0.864508,-0.153895,1,0.009543,2500,0,0,0
-0.0245829,-0.876234,-0.134976,1,0.0115488,2500,0,0,0
-0.0210075,-0.884381,-0.143703,1,0.0101365,2500,0,0,0
-0.00754634,-0.866023,-0.140833,1,0.00942545,2500,0,0,0
-0.000327058,-0.877672,-0.136441,1,0.00815867,2500,0,0,0
0.0135426,-0.884547,-0.157534,1,0.0092499,2500,0,0,0
0.0199579,-0.880602,-0.151613,1,0.00991454,2500,0,0,0
0.0279882,-0.886174,-0.14953,1,0.0101025,2500,0,0,0
0.0309624,-0.876149,-0.137367,1,0.0101136,2500,0,0,0
0.0463578,-0.871655,-0.139855,1,0.00930914,2500,0,0,0
0.0497702,-0.88119,-0.142875,1,0.010462,2500,0,0,0
0.0570935,-0.873228,-0.14646,1,0.0105312,2500,0,0,0
0.061796,-0.865797,-0.151872,1,0.0101564,2500,0,0,0
0.0681129,-0.856773,-0.138881,1,0.00906908,2500,0,0,0
0.0712158,-0.854575,-0.128031,1,0.0101504,2500,0,0,0
0.092113,-0.864069,-0.141038,1,0.00997691,2500,0,0,0
0.0903882,-0.852186,-0.127365,1,0.00980808,2500,0,0,0
0.0963907,-0.844992,-0.123206,1,0.00883785,2500,0,0,0
0.111922,-0.844617,-0.131507,1,0.00988214,2500,0,0,0
0.109509,-0.835319,-0.133943,1,0.0100099,2500,0,0,0
0.124695,-0.841324,-0.140633,1,0.00960363,2500,0,0,0
0.12138,-0.823299,-0.124872,1,0.0125767,2500,0,0,0
0.127036,-0.816746,-0.131057,1,0.00870633,2500,0,0,0
0.161876,-0.816318,-0.145311,1,0.0111507,2500,0,0,0
0.151601,-0.812738,-0.132508,1,0.00929821,2500,0,0,0
0.185601,-0.809586,-0.14489,1,0.00981583,2500,0,0,0
0.185458,-0.799702,-0.144928,1,0.00997157,2500,0,0,0
-0.185081,-0.813127,-0.141691,1,0.00924322,2500,0,0,0
-0.17635,-0.807908,-0.144184,1,0.011721,2500,0,0,0
-0.137,-0.814225,-0.121044,1,0.0101166,2500,0,0,0
-0.130472,-0.819847,-0.124796,1,0.0086918,2500,0,0,0
