X,Y,Z,phase_id,diameter,density,U,V,W
0.064082,-0.841882,-0.186893,1,0.00889783,2500,0,0,0
0.0726937,-0.838504,-0.183686,1,0.0107179,2500,0,0,0
0.0844353,-0.843029,-0.189217,1,0.00856872,2500,0,0,0
0.0860497,-0.836373,-0.182802,1,0.0102421,2500,0,0,0
0.0909601,-0.832943,-0.174617,1,0.010066,2500,0,0,0
0.110386,-0.830368,-0.180768,1,0.0111155,2500,0,0,0
-0.129112,-0.820032,-0.174019,1,0.0117011,2500,0,0,0
-0.110987,-0.830406,-0.168837,1,0.0107379,2500,0,0,0
-0.100332,-0.830405,-0.168141,1,0.0106207,2500,0,0,0
-0.103079,-0.841208,-0.181193,1,0.00860529,2500,0,0,0
-0.0901717,-0.831925,-0.183752,1,0.0101485,2500,0,0,0
-0.0774263,-0.841856,-0.193193,1,0.00906856,2500,0,0,0
-0.0816522,-0.842696,-0.178935,1,0.00974029,2500,0,0,0
-0.075557,-0.849902,-0.174351,1,0.0112637,2500,0,0,0
-0.0666668,-0.855831,-0.17237,1,0.010226,2500,0,0,0
-0.0599777,-0.854679,-0.180362,1,0.0107559,2500,0,0,0
-0.042564,-0.86312,-0.180159,1,0.0100888,2500,0,0,0
-0.039574,-0.860114,-0.188918,1,0.00938256,2500,0,0,0
-0.0358521,-0.867611,-0.184826,1,0.00861006,2500,0,0,0
-0.0273376,-0.864525,-0.180222,1,0.0117693,2500,0,0,0
-0.0243867,-0.874315,-0.182061,1,0.0090487,2500,0,0,0
-0.00513733,-0.874755,-0.180838,1,0.0105293,2500,0,0,0
0.00327232,-0.863862,-0.167555,1,0.0101707,2500,0,0,0
0.0034871,-0.87275,-0.172489,1,0.0101711,2500,0,0,0
0.0152971,-0.874619,-0.181371,1,0.00975733,2500,0,0,0
0.0338959,-0.863641,-0.187311,1,0.0101033,2500,0,0,0
0.0245077,-0.858588,-0.174623,1,0.0113016,2500,0,0,0
0.0392977,-0.857311,-0.17939,1,0.00932504,2500,0,0,0
0.0476588,-0.857275,-0.184359,1,0.0101763,2500,0,0,0
0.0648361,-0.865881,-0.178002,1,0.0087848,2500,0,0,0
0.0633102,-0.855952,-0.187956,1,0.00642685,2500,0,0,0
0.0736537,-0.851972,-0.175204,1,0.00970799,2500,0,0,0
0.0836803,-0.851869,-0.183246,1,0.00829138,2500,0,0,0
0.0908183,-0.843304,-0.173227,1,0.0108447,2500,0,0,0
0.0905315,-0.846067,-0.18316,1,0.00966332,2500,0,0,0
0.114086,-0.838749,-0.175776,1,0.00976293,2500,0,0,0
0.121371,-0.833086,-0.178388,1,0.00943046,2500,0,0,0
0.129472,-0.828101,-0.179108,1,0.00965826,2500,0,0,0
-0.122245,-0.828481,-0.168127,1,0.0121522,2500,0,0,0
-0.129771,-0.835494,-0.170189,1,0.00883514,2500,0,0,0
-0.110931,-0.839832,-0.177027,1,0.00922568,2500,0,0,0
-0.103998,-0.839317,-0.170823,1,0.00943954,2500,0,0,0
-0.0970908,-0.835356,-0.177166,1,0.00966825,2500,0,0,0
-0.0951041,-0.845506,-0.175308,1,0.0113637,2500,0,0,0
-0.0852743,-0.846344,-0.169823,1,0.0112347,2500,0,0,0
-0.0831341,-0.855591,-0.179187,1,0.0100251,2500,0,0,0
-0.0676862,-0.861481,-0.180596,1,0.00985434,2500,0,0,0
-0.0559452,-0.863996,-0.182241,1,0.00895887,2500,0,0,0
-0.0496116,-0.855797,-0.176335,1,0.0116802,2500,0,0,0
-0.0330533,-0.855424,-0.183064,1,0.0104874,2500,0,0,0
-0.0406892,-0.872496,-0.179229,1,0.00913665,2500,0,0,0
-0.0318464,-0.874861,-0.175892,1,0.0103577,2500,0,0,0
-0.0243091,-0.881737,-0.174284,1,0.0102756,2500,0,0,0
-0.0154362,-0.877095,-0.178205,1,0.0112572,2500,0,0,0
-0.00711236,-0.873208,-0.170227,1,0.011319,2500,0,0,0
-0.0000902402,-0.881297,-0.175414,1,0.00927143,2500,0,0,0
0.0124481,-0.87165,-0.166749,1,0.0112346,2500,0,0,0
0.00906242,-0.880037,-0.176592,1,0.00940436,2500,0,0,0
0.0288176,-0.87128,-0.182691,1,0.0104824,2500,0,0,0
0.0424549,-0.865999,-0.184263,1,0.00871969,2500,0,0,0
0.0472526,-0.872879,-0.176437,1,0.00949519,2500,0,0,0
0.0575815,-0.860636,-0.170389,1,0.0113507,2500,0,0,0
0.0664194,-0.859279,-0.162805,1,0.0119702,2500,0,0,0
0.0733042,-0.864583,-0.176543,1,0.00862618,2500,0,0,0
0.0828773,-0.853132,-0.171968,1,0.0099976,2500,0,0,0
0.0899615,-0.853471,-0.17791,1,0.00853395,2500,0,0,0
0.0990126,-0.846911,-0.177773,1,0.00925667,2500,0,0,0
0.0998014,-0.846542,-0.163363,1,0.011841,2500,0,0,0
0.115607,-0.844947,-0.169265,1,0.00847679,2500,0,0,0
0.120476,-0.836438,-0.169092,1,0.00930244,2500,0,0,0
0.123038,-0.829138,-0.159038,1,0.00998488,2500,0,0,0
0.142921,-0.829145,-0.165248,1,0.00868895,2500,0,0,0
-0.14445,-0.826991,-0.166102,1,0.00907682,2500,0,0,0
-0.130664,-0.82428,-0.154119,1,0.0105633,2500,0,0,0
-0.11724,-0.834625,-0.159807,1,0.0108348,2500,0,0,0
-0.115339,-0.839736,-0.16858,1,0.00986598,2500,0,0,0
-0.110774,-0.847573,-0.169884,1,0.00848462,2500,0,0,0
-0.103776,-0.85256,-0.169417,1,0.00874846,2500,0,0,0
-0.09159,-0.855181,-0.174511,1,0.00933423,2500,0,0,0
-0.0853357,-0.855967,-0.165199,1,0.0101643,2500,0,0,0
-0.0775721,-0.864423,-0.161073,1,0.00914898,2500,0,0,0
-0.0765564,-0.862182,-0.177677,1,0.00882768,2500,0,0,0
-0.061183,-0.865988,-0.174683,1,0.00992599,2500,0,0,0
-0.0488424,-0.853869,-0.16517,1,0.0111038,2500,0,0,0
-0.0496021,-0.864703,-0.170079,1,0.0100978,2500,0,0,0
-0.0485118,-0.877064,-0.17244,1,0.00869063,2500,0,0,0
-0.0405328,-0.879012,-0.173734,1,0.00793602,2500,0,0,0
-0.0238335,-0.872715,-0.169292,1,0.0103805,2500,0,0,0
-0.0158228,-0.878557,-0.167924,1,0.00965301,2500,0,0,0
-0.0110084,-0.881937,-0.160258,1,0.00972969,2500,0,0,0
-0.00901438,-0.883516,-0.172817,1,0.009876,2500,0,0,0
-0.000114137,-0.887888,-0.168409,1,0.0100023,2500,0,0,0
0.00782535,-0.881559,-0.166828,1,0.0105743,2500,0,0,0
0.0238381,-0.873076,-0.165449,1,0.0104413,2500,0,0,0
0.0310626,-0.874412,-0.172947,1,0.0105119,2500,0,0,0
0.0405793,-0.869522,-0.168752,1,0.0119748,2500,0,0,0
0.0568846,-0.870484,-0.174921,1,0.0104163,2500,0,0,0
0.0677302,-0.867872,-0.169383,1,0.00988454,2500,0,0,0
0.0773906,-0.869246,-0.169961,1,0.00948577,2500,0,0,0
0.061491,-0.850921,-0.153539,1,0.0103622,2500,0,0,0
0.0890774,-0.848811,-0.164433,1,0.0101971,2500,0,0,0
0.0953065,-0.85217,-0.171005,1,0.00916396,2500,0,0,0
0.1016,-0.857142,-0.165336,1,0.0100412,2500,0,0,0
0.107445,-0.851744,-0.15712,1,0.0104996,2500,0,0,0
0.117044,-0.851744,-0.16051,1,0.00987118,2500,0,0,0
0.120722,-0.840607,-0.150518,1,0.0117046,2500,0,0,0
0.123692,-0.829728,-0.148568,1,0.0110361,2500,0,0,0
0.150313,-0.830933,-0.155826,1,0.00847744,2500,0,0,0
0.134177,-0.818721,-0.152883,1,0.0120692,2500,0,0,0
-0.140311,-0.833864,-0.161794,1,0.00876026,2500,0,0,0
-0.138907,-0.84029,-0.15518,1,0.00862006,2500,0,0,0
-0.119207,-0.8335,-0.144993,1,0.0128738,2500,0,0,0
-0.119103,-0.842679,-0.152645,1,0.0110611,2500,0,0,0
-0.110306,-0.855003,-0.162963,1,0.00832772,2500,0,0,0
-0.0973886,-0.848805,-0.152836,1,0.0123106,2500,0,0,0
-0.0825692,-0.857788,-0.155471,1,0.010416,2500,0,0,0
-0.0860301,-0.861763,-0.172417,1,0.00843529,2500,0,0,0
-0.0745821,-0.857276,-0.14922,1,0.00995791,2500,0,0,0
-0.0690225,-0.86682,-0.157633,1,0.0098996,2500,0,0,0
-0.0705069,-0.867728,-0.17407,1,0.00910215,2500,0,0,0
-0.0589894,-0.874429,-0.159421,1,0.00936273,2500,0,0,0
-0.0563243,-0.873666,-0.173348,1,0.00846315,2500,0,0,0
-0.0435213,-0.881074,-0.165134,1,0.0107579,2500,0,0,0
-0.0340108,-0.878155,-0.161424,1,0.0105156,2500,0,0,0
-0.0334612,-0.883231,-0.170646,1,0.00967372,2500,0,0,0
-0.0253747,-0.892287,-0.163789,1,0.0103837,2500,0,0,0
-0.0183929,-0.88765,-0.169061,1,0.0094529,2500,0,0,0
-0.000805321,-0.882788,-0.157698,1,0.0114031,2500,0,0,0
0.0063824,-0.890014,-0.161068,1,0.0101122,2500,0,0,0
0.0171737,-0.889262,-0.166815,1,0.0103224,2500,0,0,0
0.0235273,-0.878412,-0.178134,1,0.00950766,2500,0,0,0
0.0276399,-0.88417,-0.17119,1,0.0103198,2500,0,0,0
0.0394195,-0.880263,-0.171222,1,0.0101964,2500,0,0,0
0.0509203,-0.874801,-0.166797,1,0.0115358,2500,0,0,0
0.0618932,-0.87611,-0.167581,1,0.0106443,2500,0,0,0
0.0590089,-0.867761,-0.161696,1,0.0106854,2500,0,0,0
0.0716251,-0.875729,-0.165694,1,0.00919799,2500,0,0,0
0.071834,-0.853325,-0.154737,1,0.0108581,2500,0,0,0
0.0928129,-0.860555,-0.168644,1,0.00897309,2500,0,0,0
0.0963493,-0.864908,-0.160142,1,0.011406,2500,0,0,0
0.101192,-0.858639,-0.151598,1,0.0112262,2500,0,0,0
0.115335,-0.850275,-0.150915,1,0.0098582,2500,0,0,0
0.115033,-0.845264,-0.141613,1,0.0113947,2500,0,0,0
0.129048,-0.839004,-0.164818,1,0.010532,2500,0,0,0
0.135528,-0.84057,-0.157153,1,0.00981988,2500,0,0,0
0.133712,-0.827019,-0.144948,1,0.0109693,2500,0,0,0
0.143476,-0.828641,-0.14945,1,0.0108385,2500,0,0,0
-0.153914,-0.831036,-0.151288,1,0.00926956,2500,0,0,0
-0.146226,-0.835913,-0.153101,1,0.00895256,2500,0,0,0
-0.127105,-0.841239,-0.138249,1,0.0109906,2500,0,0,0
-0.128719,-0.841464,-0.148568,1,0.00998838,2500,0,0,0
-0.116229,-0.844591,-0.140638,1,0.0117339,2500,0,0,0
-0.122201,-0.844969,-0.16362,1,0.0100543,2500,0,0,0
-0.110925,-0.849745,-0.152549,1,0.0105984,2500,0,0,0
-0.101736,-0.85923,-0.162609,1,0.0107999,2500,0,0,0
-0.0951863,-0.866688,-0.160682,1,0.00945023,2500,0,0,0
-0.0791765,-0.867365,-0.170425,1,0.0097544,2500,0,0,0
-0.0727336,-0.873605,-0.16743,1,0.00919749,2500,0,0,0
-0.0684721,-0.876478,-0.159439,1,0.00986561,2500,0,0,0
-0.0636168,-0.87497,-0.15118,1,0.00958443,2500,0,0,0
-0.0564295,-0.873535,-0.144455,1,0.0103369,2500,0,0,0
-0.0616519,-0.884007,-0.159895,1,0.0105594,2500,0,0,0
-0.0396172,-0.884368,-0.155833,1,0.00962967,2500,0,0,0
-0.0371243,-0.889006,-0.163841,1,0.00965835,2500,0,0,0
-0.033045,-0.895883,-0.157803,1,0.0103906,2500,0,0,0
-0.0163894,-0.896344,-0.159105,1,0.0114584,2500,0,0,0
-0.00955665,-0.890521,-0.165422,1,0.0105472,2500,0,0,0
-0.00324109,-0.89646,-0.159933,1,0.0100169,2500,0,0,0
0.00568126,-0.899037,-0.15812,1,0.00894639,2500,0,0,0
0.0170334,-0.880115,-0.171123,1,0.00995204,2500,0,0,0
0.0220102,-0.882217,-0.161386,1,0.00993815,2500,0,0,0
0.0265476,-0.891648,-0.164825,1,0.00944449,2500,0,0,0
0.0361345,-0.887751,-0.164696,1,0.0106069,2500,0,0,0
0.0461628,-0.884478,-0.164617,1,0.0104938,2500,0,0,0
0.0562336,-0.8833,-0.162613,1,0.0101872,2500,0,0,0
0.0662941,-0.882179,-0.160029,1,0.0106995,2500,0,0,0
0.0819846,-0.873358,-0.162424,1,0.0100036,2500,0,0,0
0.0793581,-0.860666,-0.152407,1,0.010687,2500,0,0,0
0.0918536,-0.862408,-0.150429,1,0.00910737,2500,0,0,0
0.105277,-0.868396,-0.151839,1,0.0100641,2500,0,0,0
0.110107,-0.861496,-0.156219,1,0.00892527,2500,0,0,0
0.115345,-0.861906,-0.131382,1,0.0096383,2500,0,0,0
0.122595,-0.855524,-0.153787,1,0.00909705,2500,0,0,0
0.127005,-0.849561,-0.146716,1,0.0114701,2500,0,0,0
0.136529,-0.853434,-0.142679,1,0.0107062,2500,0,0,0
0.134015,-0.822367,-0.135063,1,0.0109396,2500,0,0,0
0.15348,-0.833817,-0.147847,1,0.0096302,2500,0,0,0
0.161738,-0.82702,-0.147825,1,0.0100509,2500,0,0,0
-0.159852,-0.829638,-0.136531,1,0.00928467,2500,0,0,0
-0.161783,-0.827687,-0.147574,1,0.00938372,2500,0,0,0
-0.147991,-0.840635,-0.146415,1,0.00781677,2500,0,0,0
-0.139145,-0.83972,-0.14562,1,0.0100501,2500,0,0,0
-0.133556,-0.849111,-0.141337,1,0.0103286,2500,0,0,0
-0.127517,-0.848969,-0.155605,1,0.010798,2500,0,0,0
-0.120183,-0.852847,-0.149444,1,0.00990421,2500,0,0,0
-0.112436,-0.860201,-0.15614,1,0.00867514,2500,0,0,0
-0.103126,-0.866446,-0.155722,1,0.00929498,2500,0,0,0
-0.0889575,-0.872956,-0.159393,1,0.00842634,2500,0,0,0
-0.081665,-0.873272,-0.164166,1,0.00818301,2500,0,0,0
-0.0729666,-0.867753,-0.147794,1,0.0114898,2500,0,0,0
-0.0771447,-0.879395,-0.160641,1,0.00864153,2500,0,0,0
-0.0579784,-0.883581,-0.149958,1,0.0106876,2500,0,0,0
-0.0553326,-0.89608,-0.150874,1,0.00946077,2500,0,0,0
-0.051707,-0.881494,-0.158694,1,0.0101095,2500,0,0,0
-0.0362998,-0.899824,-0.149031,1,0.00994885,2500,0,0,0
-0.0463737,-0.889474,-0.160384,1,0.00939947,2500,0,0,0
-0.00916096,-0.901861,-0.156262,1,0.00762029,2500,0,0,0
-0.0087801,-0.889832,-0.153642,1,0.0113697,2500,0,0,0
0.000729702,-0.894769,-0.150329,1,0.0110721,2500,0,0,0
0.00579305,-0.900747,-0.143086,1,0.0102727,2500,0,0,0
0.00760428,-0.905331,-0.152224,1,0.00877327,2500,0,0,0
0.0137078,-0.896139,-0.160964,1,0.00907207,2500,0,0,0
0.0211427,-0.891316,-0.155955,1,0.0113514,2500,0,0,0
0.0293732,-0.886414,-0.158457,1,0.00801186,2500,0,0,0
0.0430984,-0.892077,-0.158551,1,0.00992568,2500,0,0,0
0.0605665,-0.889101,-0.156753,1,0.0084528,2500,0,0,0
0.0635449,-0.881033,-0.144006,1,0.0103275,2500,0,0,0
0.070969,-0.879938,-0.150963,1,0.0102636,2500,0,0,0
0.0779743,-0.871706,-0.152313,1,0.0116146,2500,0,0,0
0.0895437,-0.874926,-0.157536,1,0.00782074,2500,0,0,0
0.101818,-0.876117,-0.146353,1,0.0101773,2500,0,0,0
0.105008,-0.863757,-0.141812,1,0.01207,2500,0,0,0
0.115083,-0.866656,-0.1396,1,0.00939327,2500,0,0,0
0.123345,-0.868575,-0.129524,1,0.0106044,2500,0,0,0
0.12173,-0.862197,-0.148128,1,0.00849593,2500,0,0,0
0.132309,-0.851256,-0.132837,1,0.0111693,2500,0,0,0
0.138724,-0.845562,-0.148931,1,0.00988037,2500,0,0,0
0.14193,-0.836268,-0.141923,1,0.0108288,2500,0,0,0
0.159607,-0.837449,-0.136786,1,0.0100037,2500,0,0,0
0.162025,-0.819844,-0.135131,1,0.0104187,2500,0,0,0
-0.170683,-0.832136,-0.133614,1,0.00889451,2500,0,0,0
-0.155003,-0.835907,-0.142631,1,0.0107341,2500,0,0,0
-0.132518,-0.829381,-0.123087,1,0.0111317,2500,0,0,0
-0.145234,-0.847021,-0.14105,1,0.00977511,2500,0,0,0
-0.131629,-0.850276,-0.130973,1,0.0102755,2500,0,0,0
-0.120489,-0.844647,-0.129726,1,0.0117146,2500,0,0,0
-0.123728,-0.853203,-0.139448,1,0.0113251,2500,0,0,0
-0.115161,-0.858952,-0.143976,1,0.00935083,2500,0,0,0
-0.109437,-0.864136,-0.148878,1,0.00890112,2500,0,0,0
-0.0962657,-0.872944,-0.153492,1,0.00977138,2500,0,0,0
-0.0871208,-0.87252,-0.148112,1,0.0098356,2500,0,0,0
-0.0797085,-0.872037,-0.155208,1,0.0103574,2500,0,0,0
-0.0683561,-0.883854,-0.151564,1,0.010369,2500,0,0,0
-0.0701251,-0.884397,-0.159702,1,0.00635142,2500,0,0,0
-0.0626876,-0.891337,-0.153531,1,0.00886545,2500,0,0,0
-0.049431,-0.888827,-0.150676,1,0.0092676,2500,0,0,0
-0.0421962,-0.895982,-0.156175,1,0.00824731,2500,0,0,0
-0.0329274,-0.903589,-0.140042,1,0.00952511,2500,0,0,0
-0.0164987,-0.90449,-0.151932,1,0.0102307,2500,0,0,0
-0.00313761,-0.90342,-0.140276,1,0.00922187,2500,0,0,0
-0.00169413,-0.903867,-0.153458,1,0.00885777,2500,0,0,0
0.00140136,-0.909321,-0.146383,1,0.0100822,2500,0,0,0
0.0150561,-0.909262,-0.149397,1,0.0090424,2500,0,0,0
0.0176226,-0.901231,-0.153891,1,0.0101008,2500,0,0,0
0.0244449,-0.907306,-0.150434,1,0.00948854,2500,0,0,0
0.02671,-0.900324,-0.156551,1,0.00892967,2500,0,0,0
0.0401531,-0.899158,-0.153708,1,0.00828385,2500,0,0,0
0.0577368,-0.895241,-0.150105,1,0.0105376,2500,0,0,0
0.0608228,-0.890658,-0.141195,1,0.0104758,2500,0,0,0
0.0675233,-0.89012,-0.149794,1,0.0113651,2500,0,0,0
0.0841976,-0.880935,-0.152952,1,0.0107096,2500,0,0,0
0.0925489,-0.881933,-0.146905,1,0.0100269,2500,0,0,0
0.0877853,-0.87478,-0.136264,1,0.0119973,2500,0,0,0
0.0982156,-0.869919,-0.134598,1,0.0112928,2500,0,0,0
0.110562,-0.872472,-0.145057,1,0.0089696,2500,0,0,0
0.100454,-0.868722,-0.123443,1,0.0112101,2500,0,0,0
0.112194,-0.858183,-0.116465,1,0.00994574,2500,0,0,0
0.132568,-0.864507,-0.12692,1,0.0102253,2500,0,0,0
0.134485,-0.861832,-0.136901,1,0.0100969,2500,0,0,0
0.135309,-0.840943,-0.12959,1,0.0112788,2500,0,0,0
0.153681,-0.845313,-0.133392,1,0.010841,2500,0,0,0
0.167622,-0.828415,-0.13919,1,0.0110626,2500,0,0,0
0.176168,-0.830093,-0.129305,1,0.0102603,2500,0,0,0
-0.164172,-0.829987,-0.127843,1,0.00913941,2500,0,0,0
-0.15641,-0.828765,-0.120957,1,0.0118439,2500,0,0,0
-0.150846,-0.830031,-0.131648,1,0.0112465,2500,0,0,0
-0.153439,-0.843691,-0.136093,1,0.00983576,2500,0,0,0
-0.138607,-0.843941,-0.134376,1,0.00977027,2500,0,0,0
-0.136778,-0.839338,-0.125266,1,0.0109845,2500,0,0,0
-0.14082,-0.851436,-0.129747,1,0.00841237,2500,0,0,0
-0.129894,-0.855509,-0.148097,1,0.0096795,2500,0,0,0
-0.114999,-0.87456,-0.140011,1,0.00907385,2500,0,0,0
-0.116839,-0.86777,-0.145575,1,0.00889982,2500,0,0,0
-0.0973368,-0.864668,-0.136892,1,0.0101347,2500,0,0,0
-0.094108,-0.872446,-0.141645,1,0.00920663,2500,0,0,0
-0.0836196,-0.88179,-0.144042,1,0.0115907,2500,0,0,0
-0.0746448,-0.888447,-0.144316,1,0.0108161,2500,0,0,0
-0.0617221,-0.901447,-0.143807,1,0.0089938,2500,0,0,0
-0.0595235,-0.891577,-0.143542,1,0.00973516,2500,0,0,0
-0.0464243,-0.906904,-0.143294,1,0.0102802,2500,0,0,0
-0.0467771,-0.899603,-0.149712,1,0.00921946,2500,0,0,0
