x,y
0.07064500596646223,0.1077675661719042
0.1311470261896288,0.1476751732367534
0.18832038855276656,0.15950481852883103
0.247168547323466,0.1842038785493474
0.30604810852680725,0.2053942400960218
0.3703707580547239,0.2184101995101222
0.48646555153139187,0.24675194171708514
0.604371218623736,0.27275873859917255
0.9118324366194235,0.319091981214367
1.2085854250842636,0.36189140340960646
1.8095023761174032,0.41943740797342655
3.022473674293969,0.49011102504518467
3.0146335336110703,0.5661160773476808
3.017574894801851,0.6374679869645012
1.8083928234973938,0.5434114207158359
1.8052421127556681,0.49545083425796055
1.2079469089538806,0.43323493904438914
1.2056964012812195,0.48469166300304967
0.9035840643121822,0.44071011367680624
0.9040341658467144,0.3904187688850742
0.6020579060857916,0.3312328595055164
0.6033663407791989,0.38503708976210915
0.48370213745891516,0.35551740741516125
0.4841731739485419,0.30288693030753455
0.3662989092888395,0.27337143495160543
0.36584880775430734,0.32366277974333757
0.31054912387212935,0.30248079217870083
0.30024912596562475,0.2533338915988027
0.2463102141645906,0.28010830350102245
0.2467184457889337,0.23449522334107942
0.18784935206313985,0.2121352956364576
0.18926246153202003,0.2542438643135779
0.12701237255846093,0.2096538056259203
0.13086440429585278,0.17925345950132954
0.09497142378629592,0.18969581510247668
0.09706491929574806,0.1557825835130251
0.09905374002972767,0.13356501350304617
